# redshift      Ob
9.912246356481162479e+00 1.574953620402570476e-01
9.910734746029163489e+00 1.574952466728070932e-01
9.909223884475855115e+00 1.574951312987789842e-01
9.907713508223711329e+00 1.574950158980776838e-01
9.906203560164687616e+00 1.574949004663538099e-01
9.904694168999728987e+00 1.574947850134645611e-01
9.903185276539517190e+00 1.574946695349820069e-01
9.901676959783230814e+00 1.574945540368231922e-01
9.900169160763677922e+00 1.574944385145746750e-01
9.898661939888867778e+00 1.574943229728903438e-01
9.897155090208167749e+00 1.574942073959218758e-01
9.895648724042100497e+00 1.574940917922947325e-01
9.894143016946562952e+00 1.574939761755103085e-01
9.892637924678830075e+00 1.574938605422083748e-01
9.891133104405570364e+00 1.574937448660621853e-01
9.889628986265435628e+00 1.574936291801547483e-01
9.888125318428734545e+00 1.574935134651464508e-01
9.886622258046791956e+00 1.574933977331544332e-01
9.885119589865633216e+00 1.574932819676242990e-01
9.883617577149095723e+00 1.574931661888608059e-01
9.882115862771149395e+00 1.574930503693527384e-01
9.880614862067593762e+00 1.574929345411533455e-01
9.879114257830183377e+00 1.574928186798114360e-01
9.877614136406533518e+00 1.574927027920062228e-01
9.876114689399045687e+00 1.574925868925693417e-01
9.874615706713186114e+00 1.574924709652903987e-01
9.873117291639150750e+00 1.574923550181796805e-01
9.871619149779192526e+00 1.574922390284666518e-01
9.870121778271283119e+00 1.574921230346636725e-01
9.868624785027014568e+00 1.574920070064273203e-01
9.867128371535470066e+00 1.574918909593920335e-01
9.865632451266410641e+00 1.574917748868721046e-01
9.864136959335707999e+00 1.574916587838482429e-01
9.862642143456342936e+00 1.574915426695786547e-01
9.861147875558508247e+00 1.574914265341497144e-01
9.859653930948878653e+00 1.574913103601101316e-01
9.858160568295426529e+00 1.574911941675891380e-01
9.856667741724701060e+00 1.574910779530453719e-01
9.855175513035764112e+00 1.574909617213187951e-01
9.853683657024868481e+00 1.574908454548865355e-01
9.852192439239409794e+00 1.574907291744649107e-01
9.850701502717896574e+00 1.574906128522345350e-01
9.849211337294816460e+00 1.574904965264359580e-01
9.847721543339053696e+00 1.574903801659027491e-01
9.846232278442592190e+00 1.574902637829578012e-01
9.844743592780394792e+00 1.574901473815497610e-01
9.843255330641945022e+00 1.574900309495244066e-01
9.841767587912219284e+00 1.574899144944000295e-01
9.840280283075371059e+00 1.574897980098139139e-01
9.838793688159473305e+00 1.574896815171012987e-01
9.837307415721035397e+00 1.574895649859241742e-01
9.835821851084119771e+00 1.574894484465165501e-01
9.834336625277389388e+00 1.574893318699572831e-01
9.832851857937168205e+00 1.574892152656444944e-01
9.831367857244817543e+00 1.574890986578162400e-01
9.829884129598150722e+00 1.574889820077103875e-01
9.828401028594447197e+00 1.574888653431411045e-01
9.826918300055824673e+00 1.574887486441350071e-01
9.825436272696784101e+00 1.574886319365894904e-01
9.823954568682990995e+00 1.574885151907732816e-01
9.822473529957669314e+00 1.574883984336490073e-01
9.820992824743759897e+00 1.574882816390822116e-01
9.819512736851587320e+00 1.574881648294770009e-01
9.818033299751531828e+00 1.574880480075135647e-01
9.816554140982407972e+00 1.574879311437973883e-01
9.815075521122953006e+00 1.574878142589254959e-01
9.813597466530202595e+00 1.574876973550094483e-01
9.812119807594527288e+00 1.574875804186529893e-01
9.810642785988653358e+00 1.574874634690046626e-01
9.809166200142323433e+00 1.574873464901303532e-01
9.807690093234390005e+00 1.574872294854666177e-01
9.806214565189980803e+00 1.574871124629593222e-01
9.804739413219035526e+00 1.574869954065438726e-01
9.803264858475673194e+00 1.574868783337891320e-01
9.801790864396176417e+00 1.574867612418237861e-01
9.800317289082142835e+00 1.574866441193958910e-01
9.798844263021534218e+00 1.574865269768962739e-01
9.797371672539320286e+00 1.574864098053056494e-01
9.795899569630330816e+00 1.574862926087777781e-01
9.794428103350044879e+00 1.574861753992088387e-01
9.792957027985226048e+00 1.574860581570501628e-01
9.791486423832767017e+00 1.574859408887139545e-01
9.790016513071039483e+00 1.574858236119495991e-01
9.788546911167253839e+00 1.574857062960990928e-01
9.787077746381845245e+00 1.574855889514064633e-01
9.785609342799144628e+00 1.574854716037916991e-01
9.784141181041627888e+00 1.574853542117707894e-01
9.782673618617288014e+00 1.574852368039410533e-01
9.781206573853353348e+00 1.574851193737981103e-01
9.779740034957704609e+00 1.574850019204215301e-01
9.778274025841243500e+00 1.574848844457506503e-01
9.776808379445956376e+00 1.574847669364138059e-01
9.775343364864950146e+00 1.574846494140073883e-01
9.773878833033323943e+00 1.574845318666031058e-01
9.772414831620338305e+00 1.574844142980500739e-01
9.770951128332269420e+00 1.574842966897044561e-01
9.769488134931785694e+00 1.574841790746741854e-01
9.768025550223690345e+00 1.574840614287750518e-01
9.766563501922215451e+00 1.574839437622987115e-01
9.765101905268259941e+00 1.574838260684451596e-01
9.763640789094447214e+00 1.574837083495539969e-01
9.762180259057288367e+00 1.574835906141644759e-01
9.760720167970305283e+00 1.574834728504356796e-01
9.759260423693055131e+00 1.574833550509443791e-01
9.757801349381379552e+00 1.574832372417923898e-01
9.756342697971252420e+00 1.574831194030597292e-01
9.754884680484957826e+00 1.574830015518202675e-01
9.753427000751404563e+00 1.574828836641552765e-01
9.751969858243356271e+00 1.574827657562111183e-01
9.750513281362421125e+00 1.574826478303153476e-01
9.749057092856268980e+00 1.574825298721370115e-01
9.747601482079552682e+00 1.574824118970352405e-01
9.746146172338548297e+00 1.574822938825990171e-01
9.744691643568085482e+00 1.574821758677756312e-01
9.743237311847479987e+00 1.574820578052092135e-01
9.741783752536088414e+00 1.574819397416281630e-01
9.740330431633749342e+00 1.574818216336825727e-01
9.738877851274917674e+00 1.574817035222010886e-01
9.737425621958355038e+00 1.574815853755417161e-01
9.735973761429230322e+00 1.574814671951526579e-01
9.734522607998393084e+00 1.574813490085999468e-01
9.733071829662945262e+00 1.574812307888726337e-01
9.731621615746531617e+00 1.574811125514172794e-01
9.730171799815137135e+00 1.574809942826848053e-01
9.728722613487873261e+00 1.574808760015943554e-01
9.727273668428271236e+00 1.574807576764650219e-01
9.725825393841065036e+00 1.574806393423641426e-01
9.724377583369133049e+00 1.574805209824628738e-01
9.722930243520371718e+00 1.574804025973121913e-01
9.721483503449764640e+00 1.574802841975042611e-01
9.720037008826102110e+00 1.574801657540537692e-01
9.718591219065460862e+00 1.574800473045993576e-01
9.717145806381745743e+00 1.574799288223149574e-01
9.715700897929774982e+00 1.574798103176391906e-01
9.714256579783944190e+00 1.574796917976610811e-01
9.712812519633217789e+00 1.574795732351247646e-01
9.711369206040515678e+00 1.574794546701666353e-01
9.709926216366588037e+00 1.574793360680960541e-01
9.708483847190674254e+00 1.574792174533092004e-01
9.707041789855372471e+00 1.574790988004423908e-01
9.705600325782096860e+00 1.574789801326682559e-01
9.704159360385624211e+00 1.574788614422298061e-01
9.702718841020850249e+00 1.574787427248107163e-01
9.701278737261354479e+00 1.574786239779178698e-01
9.699839226824023442e+00 1.574785052162296084e-01
9.698400160204100118e+00 1.574783864274376943e-01
9.696961536311716756e+00 1.574782676114683810e-01
9.695523472325783487e+00 1.574781487780234912e-01
9.694085754262498966e+00 1.574780299094380442e-01
9.692648690694802838e+00 1.574779110312483910e-01
9.691212032190753334e+00 1.574777921228485422e-01
9.689775769251768978e+00 1.574776731834630072e-01
9.688340194719039289e+00 1.574775542373718917e-01
9.686904950570196959e+00 1.574774352549361267e-01
9.685470249104499274e+00 1.574773162537708993e-01
9.684035958279833878e+00 1.574771972229449812e-01
9.682602161165776877e+00 1.574770781693698718e-01
9.681168800634482707e+00 1.574769590883214887e-01
9.679735984160181772e+00 1.574768399887513659e-01
9.678303771820083057e+00 1.574767208756873982e-01
9.676871869620013555e+00 1.574766017246972960e-01
9.675440494898449373e+00 1.574764825538795265e-01
9.674009648176300047e+00 1.574763633633054494e-01
9.672579244879436544e+00 1.574762441459522655e-01
9.671149334093977146e+00 1.574761249059311030e-01
9.669719864338363280e+00 1.574760056389687968e-01
9.668290864253139105e+00 1.574758863474733650e-01
9.666862282608182255e+00 1.574757670271851040e-01
9.665434344409058909e+00 1.574756476969257635e-01
9.664006801236709521e+00 1.574755283359625113e-01
9.662579618019973893e+00 1.574754089413709368e-01
9.661153129141139217e+00 1.574752895411528353e-01
9.659726985731719395e+00 1.574751701061343212e-01
9.658301262678531174e+00 1.574750506425958707e-01
9.656876177852481646e+00 1.574749311688216913e-01
9.655451462061087398e+00 1.574748116622688154e-01
9.654027246077584223e+00 1.574746921339225392e-01
9.652603442409004586e+00 1.574745725764587490e-01
9.651180331637409182e+00 1.574744530134697673e-01
9.649757505563719917e+00 1.574743334106840087e-01
9.648335159550534001e+00 1.574742137845326073e-01
9.646913381816974109e+00 1.574740941424632168e-01
9.645491979412605943e+00 1.574739744682602804e-01
9.644071011323006815e+00 1.574738547669020661e-01
9.642650659539404145e+00 1.574737350537477598e-01
9.641230646787100511e+00 1.574736153054493992e-01
9.639811320363390834e+00 1.574734955513209245e-01
9.638392171949179854e+00 1.574733757484893248e-01
9.636973715049252931e+00 1.574732559403203280e-01
9.635555667655438583e+00 1.574731361030263510e-01
9.634138024664366640e+00 1.574730162361886177e-01
9.632720962467219650e+00 1.574728963547457894e-01
9.631304341565133598e+00 1.574727764469232016e-01
9.629888017550834789e+00 1.574726565005050982e-01
9.628472525381207348e+00 1.574725365608301841e-01
9.627057168603975867e+00 1.574724165689086186e-01
9.625642420210892780e+00 1.574722965648479300e-01
9.624228271784017963e+00 1.574721765479734914e-01
9.622814390531296169e+00 1.574720564900579933e-01
9.621401042350578692e+00 1.574719364136917821e-01
9.619988146440167753e+00 1.574718163120343850e-01
9.618575773362170622e+00 1.574716961911076518e-01
9.617163820923229522e+00 1.574715760422417121e-01
9.615752305050731863e+00 1.574714558668078024e-01
9.614341330055516721e+00 1.574713356737108549e-01
9.612930794915442334e+00 1.574712154543695675e-01
9.611520718503934191e+00 1.574710952104113049e-01
9.610111190798223291e+00 1.574709749495349087e-01
9.608701990328412990e+00 1.574708546528618691e-01
9.607293331963187910e+00 1.574707343387513059e-01
9.605885167861327290e+00 1.574706140031452428e-01
9.604477373100095861e+00 1.574704936353848450e-01
9.603070213563258406e+00 1.574703732582294347e-01
9.601663374235613446e+00 1.574702528447535221e-01
9.600257093220111670e+00 1.574701324153542359e-01
9.598851211132608086e+00 1.574700119564054479e-01
9.597445701911473392e+00 1.574698914656844639e-01
9.596040846735499841e+00 1.574697709673238133e-01
9.594636338554282773e+00 1.574696504350129866e-01
9.593232301959535135e+00 1.574695298794577814e-01
9.591828837650005823e+00 1.574694093093336189e-01
9.590425703881006569e+00 1.574692887038918743e-01
9.589023145868202036e+00 1.574691680842296715e-01
9.587620989681878925e+00 1.574690474354135949e-01
9.586219312745914323e+00 1.574689267641237178e-01
9.584818085544950961e+00 1.574688060678403334e-01
9.583417363085857232e+00 1.574686853513246332e-01
9.582016996354372651e+00 1.574685646017510987e-01
9.580617236284043159e+00 1.574684438407805975e-01
9.579217787093975645e+00 1.574683230429161085e-01
9.577818937266169286e+00 1.574682022330790299e-01
9.576420454538261851e+00 1.574680813912344157e-01
9.575022381880403444e+00 1.574679605211064537e-01
9.573625015039887387e+00 1.574678396482981635e-01
9.572227925544153138e+00 1.574677187357719776e-01
9.570831267211815430e+00 1.574675977968467422e-01
9.569435229527046616e+00 1.574674768479602527e-01
9.568039464657278614e+00 1.574673558589964883e-01
9.566644227238340292e+00 1.574672348520409493e-01
9.565249582916894866e+00 1.574671138328220255e-01
9.563855219654016082e+00 1.574669927742806674e-01
9.562461414555039951e+00 1.574668717004908403e-01
9.561068074567099728e+00 1.574667506033977649e-01
9.559675024526931963e+00 1.574666294677876943e-01
9.558282689058067660e+00 1.574665083306117375e-01
9.556890554699078777e+00 1.574663871472182786e-01
9.555499045792011259e+00 1.574662659545606747e-01
9.554108020932167378e+00 1.574661447403576109e-01
9.552717349540117198e+00 1.574660234932462877e-01
9.551327192889702999e+00 1.574659022273052489e-01
9.549937432303202911e+00 1.574657809322028701e-01
9.548548122216725886e+00 1.574656596127066432e-01
9.547159360933358485e+00 1.574655382774277634e-01
9.545771082624952442e+00 1.574654169206440579e-01
9.544383098291488565e+00 1.574652955258456777e-01
9.542995705641018844e+00 1.574651741190898346e-01
9.541608754069285325e+00 1.574650526872269918e-01
9.540222216786800047e+00 1.574649312279287894e-01
9.538836219314001497e+00 1.574648097522147738e-01
9.537450495283360752e+00 1.574646882367535250e-01
9.536065334316905506e+00 1.574645667069582422e-01
9.534680633482725653e+00 1.574644451538268763e-01
9.533296368651710040e+00 1.574643235752614390e-01
9.531912630488657001e+00 1.574642019792497349e-01
9.530529283482010783e+00 1.574640803539053557e-01
9.529146428751117170e+00 1.574639587081382575e-01
9.527764018573879667e+00 1.574638370377734742e-01
9.526382066501282608e+00 1.574637153440244519e-01
9.525000397973350630e+00 1.574635936115291457e-01
9.523619384866739424e+00 1.574634718730753558e-01
9.522238787873597232e+00 1.574633501076000419e-01
9.520858647134859964e+00 1.574632283186624682e-01
9.519478924198118364e+00 1.574631065028883059e-01
9.518099614993186464e+00 1.574629846599341632e-01
9.516720821279236020e+00 1.574628627988119145e-01
9.515342477803947929e+00 1.574627409137797085e-01
9.513964577498466468e+00 1.574626190042327789e-01
9.512587033656457081e+00 1.574624970625137510e-01
9.511209912749286843e+00 1.574623750945191858e-01
9.509833523647900577e+00 1.574622531276436421e-01
9.508457383351556658e+00 1.574621311191130857e-01
9.507081749199016940e+00 1.574620090917541737e-01
9.505706543050724378e+00 1.574618870386587099e-01
9.504331791670088236e+00 1.574617649622218341e-01
9.502957419364758351e+00 1.574616428557386871e-01
9.501583498882606449e+00 1.574615207256886973e-01
9.500210154211357505e+00 1.574613985831234964e-01
9.498837176508539315e+00 1.574612764094930062e-01
9.497464558394913325e+00 1.574611542041497725e-01
9.496092536340938750e+00 1.574610319881719900e-01
9.494720990542633743e+00 1.574609097509211131e-01
9.493349827064635704e+00 1.574607874840436017e-01
9.491979075301960833e+00 1.574606651901744869e-01
9.490608820702966852e+00 1.574605428769591531e-01
9.489239008701908062e+00 1.574604205395510048e-01
9.487869475278694509e+00 1.574602981633102528e-01
9.486500643429954138e+00 1.574601757860613072e-01
9.485132148877239544e+00 1.574600533752679166e-01
9.483764016410235698e+00 1.574599309331547459e-01
9.482396434095868187e+00 1.574598084765754802e-01
9.481029281758035054e+00 1.574596859947963168e-01
9.479662580704877328e+00 1.574595634897463792e-01
9.478296347272543443e+00 1.574594409629129499e-01
9.476930499217147030e+00 1.574593184069385532e-01
9.475565058861178613e+00 1.574591958238401868e-01
9.474200088102216810e+00 1.574590732191948339e-01
9.472835587490536113e+00 1.574589505930764355e-01
9.471471619213524207e+00 1.574588279511025535e-01
9.470108025276418928e+00 1.574587052790892006e-01
9.468744781891759388e+00 1.574585825749058310e-01
9.467382017840130004e+00 1.574584598501608812e-01
9.466019887442028491e+00 1.574583371187884273e-01
9.464658119374330880e+00 1.574582143563701964e-01
9.463296676110726224e+00 1.574580915595301667e-01
9.461935701677065325e+00 1.574579687412733797e-01
9.460575245897770102e+00 1.574578459061241609e-01
9.459215095337773604e+00 1.574577230348281620e-01
9.457855489813287164e+00 1.574576001490680388e-01
9.456496319810144158e+00 1.574574772389732147e-01
9.455137503116075592e+00 1.574573542971234585e-01
9.453779273988835996e+00 1.574572313447386573e-01
9.452421479498203993e+00 1.574571083680057215e-01
9.451063891593186383e+00 1.574569853462736979e-01
9.449706974097617618e+00 1.574568623215939212e-01
9.448350391315221586e+00 1.574567392635601026e-01
9.446994354046491793e+00 1.574566161913152629e-01
9.445638727454147343e+00 1.574564930926477535e-01
9.444283436489909533e+00 1.574563699607544054e-01
9.442928669129990737e+00 1.574562468127327364e-01
9.441574347314400484e+00 1.574561236415142340e-01
9.440220520278062466e+00 1.574560004516019629e-01
9.438866932759845341e+00 1.574558772197794110e-01
9.437513938127120028e+00 1.574557539782351356e-01
9.436161322976911237e+00 1.574556307075581640e-01
9.434809196577251811e+00 1.574555074177269864e-01
9.433457562920104067e+00 1.574553841091337891e-01
9.432106193817581641e+00 1.574552607609736865e-01
9.430755447172833428e+00 1.574551374059363906e-01
9.429404968324725189e+00 1.574550140116548202e-01
9.428055064440505006e+00 1.574548906062137321e-01
9.426705527101200133e+00 1.574547671705854301e-01
9.425356314727821427e+00 1.574546437009748945e-01
9.424007735672102370e+00 1.574545202256268372e-01
9.422659494290371640e+00 1.574543967175000558e-01
9.421311674139392522e+00 1.574542731842617505e-01
9.419964293340429506e+00 1.574541496275926877e-01
9.418617483451098948e+00 1.574540260595875818e-01
9.417270991507839639e+00 1.574539024570595080e-01
9.415924952140626303e+00 1.574537788323804866e-01
9.414579214483937974e+00 1.574536551717072019e-01
9.413234165970077783e+00 1.574535315106704025e-01
9.411889292981628685e+00 1.574534078020696504e-01
9.410545041511914732e+00 1.574532840869453665e-01
9.409201185243134091e+00 1.574531603445002426e-01
9.407857700466870199e+00 1.574530365725648751e-01
9.406514601553688237e+00 1.574529127724760558e-01
9.405172041610482481e+00 1.574527889583712814e-01
9.403829993248070451e+00 1.574526651277585176e-01
9.402488288362903290e+00 1.574525412651467948e-01
9.401146942940057372e+00 1.574524173720210363e-01
9.399806126426126340e+00 1.574522934640545102e-01
9.398465656993202799e+00 1.574521695244655850e-01
9.397125641138341479e+00 1.574520455631172600e-01
9.395786008858685534e+00 1.574519215735524780e-01
9.394447044599480989e+00 1.574517975821321802e-01
9.393108216706677283e+00 1.574516735396405132e-01
9.391770080736430160e+00 1.574515494975680108e-01
9.390432221443564487e+00 1.574514254174507466e-01
9.389094804627704960e+00 1.574513013146763563e-01
9.387757769602112390e+00 1.574511771836316631e-01
9.386421125078857841e+00 1.574510530251398421e-01
9.385085114123976169e+00 1.574509288618113068e-01
9.383749431353299642e+00 1.574508046652928483e-01
9.382414164158049630e+00 1.574506804437228458e-01
9.381079366533057851e+00 1.574505562021470406e-01
9.379744913178621246e+00 1.574504319289201926e-01
9.378410997414587058e+00 1.574503076420678827e-01
9.377077378751858205e+00 1.574501833192017419e-01
9.375744346160145071e+00 1.574500589872826484e-01
9.374411555591509071e+00 1.574499346142399225e-01
9.373079281043304789e+00 1.574498102256559340e-01
9.371747448435646888e+00 1.574496858146421652e-01
9.370416127957735597e+00 1.574495613877829880e-01
9.369085035248017945e+00 1.574494369185140130e-01
9.367754459702217318e+00 1.574493124339090833e-01
9.366424391092671442e+00 1.574491879330442712e-01
9.365094626216469820e+00 1.574490633969162778e-01
9.363765369862127486e+00 1.574489388447217753e-01
9.362436558873143966e+00 1.574488142705709193e-01
9.361108079631661028e+00 1.574486896638274125e-01
9.359780102716232619e+00 1.574485650405101633e-01
9.358452511705962706e+00 1.574484403897171148e-01
9.357125384808050228e+00 1.574483157188117932e-01
9.355798576799747579e+00 1.574481910141675711e-01
9.354472411543303778e+00 1.574480663062524932e-01
9.353146408003526702e+00 1.574479415498491186e-01
9.351821047347442573e+00 1.574478167902450265e-01
9.350495968272456437e+00 1.574476919934560126e-01
9.349171366362810431e+00 1.574475671779164421e-01
9.347847213479813178e+00 1.574474423410010260e-01
9.346523351340188412e+00 1.574473174678001075e-01
9.345200100761047679e+00 1.574471925885993495e-01
9.343877113827343095e+00 1.574470676705875816e-01
9.342554602387052043e+00 1.574469427337805427e-01
9.341232596019462875e+00 1.574468177810028624e-01
9.339910827236836965e+00 1.574466927869853927e-01
9.338589664059616879e+00 1.574465677865507507e-01
9.337268799954570042e+00 1.574464427507213660e-01
9.335948522786978288e+00 1.574463177067708941e-01
9.334628492871033245e+00 1.574461926225474429e-01
9.333308949726548676e+00 1.574460675207601523e-01
9.331989761089085178e+00 1.574459423888898979e-01
9.330671112591147676e+00 1.574458172445691306e-01
9.329352864953735391e+00 1.574456920746075683e-01
9.328034917019980554e+00 1.574455668694104415e-01
9.326717558848089951e+00 1.574454416565574111e-01
9.325400494183895717e+00 1.574453164079135381e-01
9.324083868733277214e+00 1.574451911373477286e-01
9.322767632604097798e+00 1.574450658401325975e-01
9.321451933981206750e+00 1.574449405304013672e-01
9.320136625478889769e+00 1.574448151941435781e-01
9.318821653351426093e+00 1.574446898262501227e-01
9.317507159571803754e+00 1.574445644402754363e-01
9.316192991240628274e+00 1.574444390216528100e-01
9.314879379530365711e+00 1.574443135924681325e-01
9.313566071369782762e+00 1.574441881285791878e-01
9.312253227107662568e+00 1.574440626453201542e-01
9.310940748648011578e+00 1.574439371333347937e-01
9.309628806550666269e+00 1.574438116089590944e-01
9.308317214037122866e+00 1.574436860543464989e-01
9.307005990477032142e+00 1.574435604713632364e-01
9.305695276716356545e+00 1.574434348735226086e-01
9.304384920185485797e+00 1.574433092462276251e-01
9.303075004312827190e+00 1.574431835974946792e-01
9.301765425427079848e+00 1.574430579173959344e-01
9.300456367407923253e+00 1.574429322236004514e-01
9.299147763935714295e+00 1.574428065097713270e-01
9.297839461994289678e+00 1.574426807612235857e-01
9.296531572565218227e+00 1.574425549886362408e-01
9.295224186098485220e+00 1.574424292007338966e-01
9.293917212884373669e+00 1.574423033889121304e-01
9.292610502685789697e+00 1.574421775387178091e-01
9.291304338236958671e+00 1.574420516774003020e-01
9.289998529711999353e+00 1.574419257866937483e-01
9.288693234384380659e+00 1.574417998817839726e-01
9.287388283286027502e+00 1.574416739463952719e-01
9.286083704932837080e+00 1.574415479832920184e-01
9.284779637618827408e+00 1.574414220058515113e-01
9.283475818077754127e+00 1.574412959886568597e-01
9.282172498260862881e+00 1.574411699560741840e-01
9.280869611238836470e+00 1.574410439016596108e-01
9.279567137979375602e+00 1.574409178235936235e-01
9.278265108009728479e+00 1.574407917247570565e-01
9.276963479061143047e+00 1.574406656010781669e-01
9.275662322299037754e+00 1.574405394594765861e-01
9.274361345622477160e+00 1.574404132716420157e-01
9.273060886919497037e+00 1.574402870703590640e-01
9.271760871785302172e+00 1.574401608484376214e-01
9.270461402574037280e+00 1.574400346158482122e-01
9.269162244492196834e+00 1.574399083498053686e-01
9.267863320261422899e+00 1.574397820427984596e-01
9.266565105659431367e+00 1.574396557411212039e-01
9.265267055611879243e+00 1.574395293917682237e-01
9.263969515912270580e+00 1.574394030284079482e-01
9.262672415156011141e+00 1.574392766441162494e-01
9.261375712594297482e+00 1.574391502349443694e-01
9.260079278422107762e+00 1.574390237882473120e-01
9.258783419920996849e+00 1.574388973340176134e-01
9.257487967488099656e+00 1.574387708557372645e-01
9.256192833223847671e+00 1.574386443448377582e-01
9.254898197616210354e+00 1.574385178189696977e-01
9.253603847644683356e+00 1.574383912573322775e-01
9.252310004195432924e+00 1.574382646815421505e-01
9.251016524408525399e+00 1.574381380776476991e-01
9.249723460279806631e+00 1.574380114507558104e-01
9.248430817877874688e+00 1.574378848014825749e-01
9.247138520182714316e+00 1.574377581222984879e-01
9.245846824447895074e+00 1.574376314384512143e-01
9.244555305410958823e+00 1.574375047082504087e-01
9.243264265470800822e+00 1.574373779613776336e-01
9.241973715088134256e+00 1.574372511988914036e-01
9.240683466337570096e+00 1.574371244023517469e-01
9.239393645368439323e+00 1.574369975841698188e-01
9.238104195121440654e+00 1.574368707387545641e-01
9.236815276546348485e+00 1.574367438819658238e-01
9.235526629821853462e+00 1.574366169882514266e-01
9.234238420906436318e+00 1.574364900739659567e-01
9.232950666726180700e+00 1.574363631408033926e-01
9.231663296957217213e+00 1.574362361818541778e-01
9.230376367161328588e+00 1.574361092026191900e-01
9.229089756614730078e+00 1.574359821912031665e-01
9.227803662817780861e+00 1.574358551671252437e-01
9.226517932869739980e+00 1.574357281153092591e-01
9.225232536560699970e+00 1.574356010327819522e-01
9.223947523618750921e+00 1.574354739244732682e-01
9.222663024387365738e+00 1.574353468033030945e-01
9.221378897713726985e+00 1.574352196553281680e-01
9.220095102302273915e+00 1.574350924764722492e-01
9.218811792513264436e+00 1.574349652820478673e-01
9.217528892776075011e+00 1.574348380645918533e-01
9.216246382225987688e+00 1.574347108220547908e-01
9.214964248282264236e+00 1.574345835532058591e-01
9.213682501345198617e+00 1.574344562590944407e-01
9.212401167720880579e+00 1.574343289423529857e-01
9.211120144637668261e+00 1.574342015927839844e-01
9.209839696017663613e+00 1.574340742366508727e-01
9.208559521405023318e+00 1.574339468440931755e-01
9.207279841060994841e+00 1.574338194370470678e-01
9.206000445878775196e+00 1.574336919947120494e-01
9.204721593176204308e+00 1.574335645427418773e-01
9.203443085818044267e+00 1.574334370615165235e-01
9.202164893555293546e+00 1.574333095480293654e-01
9.200887230247177584e+00 1.574331820236385682e-01
9.199609794622015002e+00 1.574330544582908942e-01
9.198332889556745329e+00 1.574329268822488304e-01
9.197056339616580090e+00 1.574327992780111540e-01
9.195780288343740949e+00 1.574326716599505904e-01
9.194504573950394999e+00 1.574325440119095920e-01
9.193229245126211424e+00 1.574324163387745279e-01
9.191954303523820258e+00 1.574322886407290290e-01
9.190679766006867979e+00 1.574321609194817839e-01
9.189405629233078798e+00 1.574320331747185442e-01
9.188131896748421568e+00 1.574319054068156476e-01
9.186858522781912839e+00 1.574317776111992528e-01
9.185585590149832669e+00 1.574316497962013062e-01
9.184312982689581517e+00 1.574315219501757346e-01
9.183040830464108240e+00 1.574313940862077099e-01
9.181769108995391449e+00 1.574312662018638453e-01
9.180497691874949240e+00 1.574311382844481022e-01
9.179226810315231688e+00 1.574310103572463537e-01
9.177956203964125592e+00 1.574308823940728796e-01
9.176686065127235281e+00 1.574307544143110638e-01
9.175416219148786467e+00 1.574306264003801914e-01
9.174146860830203920e+00 1.574304983719374273e-01
9.172877940485010484e+00 1.574303703240015340e-01
9.171609218830043986e+00 1.574302422324345141e-01
9.170341067423469994e+00 1.574301141347677346e-01
9.169073382274650186e+00 1.574299860205355395e-01
9.167805945287941682e+00 1.574298578677110760e-01
9.166538845562351767e+00 1.574297296853080785e-01
9.165272282657248581e+00 1.574296014935405996e-01
9.164006133764848627e+00 1.574294732800112784e-01
9.162740298616713019e+00 1.574293450345821410e-01
9.161474842633055005e+00 1.574292167638938200e-01
9.160209774921558079e+00 1.574290884688879788e-01
9.158945141056051398e+00 1.574289601542090966e-01
9.157680798239708153e+00 1.574288318053837232e-01
9.156416955517114431e+00 1.574287034436531729e-01
9.155153480851158321e+00 1.574285750556333185e-01
9.153890480635086035e+00 1.574284466521596038e-01
9.152627797382114849e+00 1.574283182172414308e-01
9.151365404858628594e+00 1.574281897482171233e-01
9.150103628473052808e+00 1.574280612782313626e-01
9.148842094542233738e+00 1.574279327692625907e-01
9.147581001507489873e+00 1.574278042415378775e-01
9.146320224241527796e+00 1.574276756823223544e-01
9.145059803866187664e+00 1.574275470958207968e-01
9.143799890603812486e+00 1.574274184973847857e-01
9.142540419294661547e+00 1.574272898803961429e-01
9.141281142619051892e+00 1.574271612196074810e-01
9.140022398574352280e+00 1.574270325495679690e-01
9.138764034302143457e+00 1.574269038546822208e-01
9.137506091519037810e+00 1.574267751392380565e-01
9.136248472352434646e+00 1.574266463932382232e-01
9.134991282562008763e+00 1.574265176275275180e-01
9.133734390937631176e+00 1.574263888286829560e-01
9.132477945476987102e+00 1.574262600118876698e-01
9.131221850002379625e+00 1.574261311673022523e-01
9.129966191773078776e+00 1.574260023038980272e-01
9.128710969678373033e+00 1.574258734215882027e-01
9.127456087889365577e+00 1.574257445105530229e-01
9.126201495010693776e+00 1.574256155655215095e-01
9.124947547227197475e+00 1.574254866231335204e-01
9.123693707291327115e+00 1.574253576281625655e-01
9.122440393262715830e+00 1.574252286236275389e-01
9.121187517369239828e+00 1.574250996005282510e-01
9.119934837802121663e+00 1.574249705339719752e-01
9.118682756512361820e+00 1.574248414653940942e-01
9.117431029268072251e+00 1.574247123696518313e-01
9.116179610303234426e+00 1.574245832420364533e-01
9.114928517114336159e+00 1.574244540843625639e-01
9.113677882624298121e+00 1.574243249103731701e-01
