# redshift     age[Myr]
9.907713508223711329e+00 4.818078484941532338e+02
9.906203560164687616e+00 4.819078514590103168e+02
9.904694168999728987e+00 4.820078521044564468e+02
9.903185276539517190e+00 4.821078542661247184e+02
9.901676959783230814e+00 4.822078528206768055e+02
9.900169160763677922e+00 4.823078515903599737e+02
9.898661939888867778e+00 4.824078465478895623e+02
9.897155090208167749e+00 4.825078514072442886e+02
9.895648724042100497e+00 4.826078587013680021e+02
9.894143016946562952e+00 4.827078567525402946e+02
9.892637924678830075e+00 4.828078484719064818e+02
9.891133104405570364e+00 4.829078566219718027e+02
9.889628986265435628e+00 4.830078525995023710e+02
9.888125318428734545e+00 4.831078531235111200e+02
9.886622258046791956e+00 4.832078477229939608e+02
9.885119589865633216e+00 4.833078507004623816e+02
9.883617577149095723e+00 4.834078445162096500e+02
9.882115862771149395e+00 4.835078529290573215e+02
9.880614862067593762e+00 4.836078482610126343e+02
9.879114257830183377e+00 4.837078516225956264e+02
9.877614136406533518e+00 4.838078572457473570e+02
9.876114689399045687e+00 4.839078523340326683e+02
9.874615706713186114e+00 4.840078508755979101e+02
9.873117291639150750e+00 4.841078459608899607e+02
9.871619149779192526e+00 4.842078572238248171e+02
9.870121778271283119e+00 4.843078514576358202e+02
9.868624785027014568e+00 4.844078548229032322e+02
9.867128371535470066e+00 4.845078538431219499e+02
9.865632451266410641e+00 4.846078542803044229e+02
9.864136959335707999e+00 4.847078604566432887e+02
9.862642143456342936e+00 4.848078557855886288e+02
9.861147875558508247e+00 4.849078488086530001e+02
9.859653930948878653e+00 4.850078545482733148e+02
9.858160568295426529e+00 4.851078556743128729e+02
9.856667741724701060e+00 4.852078552365632049e+02
9.855175513035764112e+00 4.853078490726796304e+02
9.853683657024868481e+00 4.854078522565025082e+02
9.852192439239409794e+00 4.855078469692591057e+02
9.850701502717896574e+00 4.856078571320058472e+02
9.849211337294816460e+00 4.857078498673964191e+02
9.847721543339053696e+00 4.858078519684007119e+02
9.846232278442592190e+00 4.859078528420501470e+02
9.844743592780394792e+00 4.860078490973799035e+02
9.843255330641945022e+00 4.861078511754018336e+02
9.841767587912219284e+00 4.862078526170967052e+02
9.840280283075371059e+00 4.863078588850610231e+02
9.838793688159473305e+00 4.864078516649072981e+02
9.837307415721035397e+00 4.865078569979705208e+02
9.835821851084119771e+00 4.866078489381314398e+02
9.834336625277389388e+00 4.867078523007211857e+02
9.832851857937168205e+00 4.868078590192052957e+02
9.831367857244817543e+00 4.869078483100099106e+02
9.829884129598150722e+00 4.870078534115874618e+02
9.828401028594447197e+00 4.871078504762942885e+02
9.826918300055824673e+00 4.872078566237067889e+02
9.825436272696784101e+00 4.873078496621110958e+02
9.823954568682990995e+00 4.874078550650614829e+02
9.822473529957669314e+00 4.875078497357438891e+02
9.820992824743759897e+00 4.876078560563835254e+02
9.819512736851587320e+00 4.877078548419490289e+02
9.818033299751531828e+00 4.878078438035155955e+02
9.816554140982407972e+00 4.879078480983252462e+02
9.815075521122953006e+00 4.880078500969499373e+02
9.813597466530202595e+00 4.881078479948757831e+02
9.812119807594527288e+00 4.882078532500711958e+02
9.810642785988653358e+00 4.883078494870754298e+02
9.809166200142323433e+00 4.884078503315570288e+02
9.807690093234390005e+00 4.885078528438393732e+02
9.806214565189980803e+00 4.886078502338598923e+02
9.804739413219035526e+00 4.887078562279858716e+02
9.803264858475673194e+00 4.888078558158824762e+02
9.801790864396176417e+00 4.889078514532918689e+02
9.800317289082142835e+00 4.890078527488737450e+02
9.798844263021534218e+00 4.891078508299869441e+02
9.797371672539320286e+00 4.892078533956666320e+02
9.795899569630330816e+00 4.893078568991837756e+02
9.794428103350044879e+00 4.894078511920557162e+02
9.792957027985226048e+00 4.895078529524173518e+02
9.791486423832767017e+00 4.896078567080792254e+02
9.790016513071039483e+00 4.897078473262859006e+02
9.788546911167253839e+00 4.898078509462657735e+02
9.787077746381845245e+00 4.899078588304279833e+02
9.785609342799144628e+00 4.900078488925170745e+02
9.784141181041627888e+00 4.901078564805755491e+02
9.782673618617288014e+00 4.902078572289843805e+02
9.781206573853353348e+00 4.903078566803438889e+02
9.779740034957704609e+00 4.904078556190447671e+02
9.778274025841243500e+00 4.905078523948350835e+02
9.776808379445956376e+00 4.906078583879007056e+02
9.775343364864950146e+00 4.907078552186795832e+02
9.773878833033323943e+00 4.908078530392108405e+02
9.772414831620338305e+00 4.909078485755479733e+02
9.770951128332269420e+00 4.910078576813308473e+02
9.769488134931785694e+00 4.911078522034847538e+02
9.768025550223690345e+00 4.912078527056773396e+02
9.766563501922215451e+00 4.913078504389928867e+02
9.765101905268259941e+00 4.914078511822991118e+02
9.763640789094447214e+00 4.915078529465503152e+02
9.762180259057288367e+00 4.916078484793581538e+02
9.760720167970305283e+00 4.917078478382713911e+02
9.759260423693055131e+00 4.918078573225566856e+02
9.757801349381379552e+00 4.919078547729336037e+02
9.756342697971252420e+00 4.920078570998984446e+02
9.754884680484957826e+00 4.921078498154115550e+02
9.753427000751404563e+00 4.922078532134626698e+02
9.751969858243356271e+00 4.923078535948736203e+02
9.750513281362421125e+00 4.924078489881097767e+02
9.749057092856268980e+00 4.925078515444905634e+02
9.747601482079552682e+00 4.926078482425845664e+02
9.746146172338548297e+00 4.927078580759143165e+02
9.744691643568085482e+00 4.928078480413279863e+02
9.743237311847479987e+00 4.929078582617023585e+02
9.741783752536088414e+00 4.930078491534079603e+02
9.740330431633749342e+00 4.931078574312485898e+02
9.738877851274917674e+00 4.932078485233620881e+02
9.737425621958355038e+00 4.933078492196883076e+02
9.735973761429230322e+00 4.934078582891403926e+02
9.734522607998393084e+00 4.935078524061367489e+02
9.733071829662945262e+00 4.936078544260682293e+02
9.731621615746531617e+00 4.937078512820244214e+02
9.730171799815137135e+00 4.938078544325014718e+02
9.728722613487873261e+00 4.939078478812908770e+02
9.727273668428271236e+00 4.940078584090161371e+02
9.725825393841065036e+00 4.941078563747586259e+02
9.724377583369133049e+00 4.942078560029942196e+02
9.722930243520371718e+00 4.943078568274786448e+02
9.721483503449764640e+00 4.944078499030302964e+02
9.720037008826102110e+00 4.945078597060104357e+02
9.718591219065460862e+00 4.946078544553329266e+02
9.717145806381745743e+00 4.947078567996414904e+02
9.715700897929774982e+00 4.948078579266671682e+02
9.714256579783944190e+00 4.949078518568620666e+02
9.712812519633217789e+00 4.950078615831901629e+02
9.711369206040515678e+00 4.951078532504976693e+02
9.709926216366588037e+00 4.952078561173199773e+02
9.708483847190674254e+00 4.953078496127646986e+02
9.707041789855372471e+00 4.954078551179929377e+02
9.705600325782096860e+00 4.955078531008174991e+02
9.704159360385624211e+00 4.956078501004661803e+02
9.702718841020850249e+00 4.957078497530424102e+02
9.701278737261354479e+00 4.958078541563726844e+02
9.699839226824023442e+00 4.959078509498356766e+02
9.698400160204100118e+00 4.960078504983891889e+02
9.696961536311716756e+00 4.961078528625134823e+02
9.695523472325783487e+00 4.962078498774778836e+02
9.694085754262498966e+00 4.963078564068806600e+02
9.692648690694802838e+00 4.964078509673580015e+02
9.691212032190753334e+00 4.965078508936665571e+02
9.689775769251768978e+00 4.966078568346670181e+02
9.688340194719039289e+00 4.967078483778061582e+02
9.686904950570196959e+00 4.968078504403222269e+02
9.685470249104499274e+00 4.969078482151868457e+02
9.684035958279833878e+00 4.970078508879621495e+02
9.682602161165776877e+00 4.971078526508267714e+02
9.681168800634482707e+00 4.972078574713224270e+02
9.679735984160181772e+00 4.973078578323484180e+02
9.678303771820083057e+00 4.974078495163776665e+02
9.676871869620013555e+00 4.975078530326047144e+02
9.675440494898449373e+00 4.976078531884959375e+02
9.674009648176300047e+00 4.977078499263099616e+02
9.672579244879436544e+00 4.978078491382179891e+02
9.671149334093977146e+00 4.979078473754420884e+02
9.669719864338363280e+00 4.980078482211500841e+02
9.668290864253139105e+00 4.981078496554346202e+02
9.666862282608182255e+00 4.982078552478513416e+02
9.665434344409058909e+00 4.983078492256007621e+02
9.664006801236709521e+00 4.984078489638500287e+02
9.662579618019973893e+00 4.985078569084581090e+02
9.661153129141139217e+00 4.986078496066267007e+02
9.659726985731719395e+00 4.987078514921056467e+02
9.658301262678531174e+00 4.988078573024988600e+02
9.656876177852481646e+00 4.989078517338931533e+02
9.655451462061087398e+00 4.990078536550120702e+02
9.654027246077584223e+00 4.991078538718334130e+02
9.652603442409004586e+00 4.992078585111302687e+02
9.651180331637409182e+00 4.993078478421975319e+02
9.649757505563719917e+00 4.994078505267509058e+02
9.648335159550534001e+00 4.995078528224920547e+02
9.646913381816974109e+00 4.996078485056000318e+02
9.645491979412605943e+00 4.997078511289199128e+02
9.644071011323006815e+00 4.998078565295922999e+02
9.642650659539404145e+00 4.999078518779484170e+02
9.641230646787100511e+00 5.000078566765488972e+02
9.639811320363390834e+00 5.001078464463250270e+02
9.638392171949179854e+00 5.002078569828208856e+02
9.636973715049252931e+00 5.003078520831205651e+02
9.635555667655438583e+00 5.004078516043308582e+02
9.634138024664366640e+00 5.005078558931810448e+02
9.632720962467219650e+00 5.006078524873718152e+02
9.631304341565133598e+00 5.007078512102891636e+02
9.629888017550834789e+00 5.008078622450694297e+02
9.628472525381207348e+00 5.009078477924580284e+02
9.627057168603975867e+00 5.010078570288639526e+02
9.625642420210892780e+00 5.011078565219031589e+02
9.624228271784017963e+00 5.012078468394564084e+02
9.622814390531296169e+00 5.013078514971688264e+02
9.621401042350578692e+00 5.014078516751636698e+02
9.619988146440167753e+00 5.015078530711916187e+02
9.618575773362170622e+00 5.016078506720849077e+02
9.617163820923229522e+00 5.017078516954026668e+02
9.615752305050731863e+00 5.018078549982803906e+02
9.614341330055516721e+00 5.019078531714222891e+02
9.612930794915442334e+00 5.020078533552452313e+02
9.611520718503934191e+00 5.021078541954101411e+02
9.610111190798223291e+00 5.022078492906895235e+02
9.608701990328412990e+00 5.023078543371353248e+02
9.607293331963187910e+00 5.024078540711161054e+02
9.605885167861327290e+00 5.025078518676385784e+02
9.604477373100095861e+00 5.026078565827071429e+02
9.603070213563258406e+00 5.027078493087785205e+02
9.601663374235613446e+00 5.028078524124426281e+02
9.600257093220111670e+00 5.029078489528230307e+02
9.598851211132608086e+00 5.030078502447926780e+02
9.597445701911473392e+00 5.031078581302056705e+02
9.596040846735499841e+00 5.032078525810568408e+02
9.594636338554282773e+00 5.033078554324591778e+02
9.593232301959535135e+00 5.034078577997068464e+02
9.591828837650005823e+00 5.035078524889565870e+02
9.590425703881006569e+00 5.036078567075404067e+02
9.589023145868202036e+00 5.037078529616928222e+02
9.587620989681878925e+00 5.038078536325695040e+02
9.586219312745914323e+00 5.039078531824902143e+02
9.584818085544950961e+00 5.040078536995882246e+02
9.583417363085857232e+00 5.041078512397341456e+02
9.582016996354372651e+00 5.042078564258812889e+02
9.580617236284043159e+00 5.043078513191808838e+02
9.579217787093975645e+00 5.044078570321702841e+02
9.577818937266169286e+00 5.045078529327406045e+02
9.576420454538261851e+00 5.046078556050564998e+02
9.575022381880403444e+00 5.047078619641379760e+02
9.573625015039887387e+00 5.048078508304326419e+02
9.572227925544153138e+00 5.049078528437937052e+02
9.570831267211815430e+00 5.050078569841977014e+02
9.569435229527046616e+00 5.051078496620747842e+02
9.568039464657278614e+00 5.052078557748599223e+02
9.566644227238340292e+00 5.053078570648280561e+02
9.565249582916894866e+00 5.054078488023544651e+02
9.563855219654016082e+00 5.055078533438895647e+02
9.562461414555039951e+00 5.056078508007191203e+02
9.561068074567099728e+00 5.057078478277528006e+02
9.559675024526931963e+00 5.058078569844893764e+02
9.558282689058067660e+00 5.059078477661153102e+02
9.556890554699078777e+00 5.060078570296305998e+02
9.555499045792011259e+00 5.061078542766513806e+02
9.554108020932167378e+00 5.062078496446583813e+02
9.552717349540117198e+00 5.063078525059307822e+02
9.551327192889702999e+00 5.064078512476365290e+02
9.549937432303202911e+00 5.065078543894829863e+02
9.548548122216725886e+00 5.066078579994869528e+02
9.547159360933358485e+00 5.067078549813653012e+02
9.545771082624952442e+00 5.068078500535210082e+02
9.544383098291488565e+00 5.069078568167939807e+02
9.542995705641018844e+00 5.070078538044369338e+02
9.541608754069285325e+00 5.071078518497413938e+02
9.540222216786800047e+00 5.072078528689154382e+02
9.538836219314001497e+00 5.073078477902582790e+02
9.537450495283360752e+00 5.074078558174513773e+02
9.536065334316905506e+00 5.075078560337550471e+02
9.534680633482725653e+00 5.076078558489319903e+02
9.533296368651710040e+00 5.077078569887397634e+02
9.531912630488657001e+00 5.078078528842656851e+02
9.530529283482010783e+00 5.079078533106768987e+02
9.529146428751117170e+00 5.080078509418129897e+02
9.527764018573879667e+00 5.081078492102981841e+02
9.526382066501282608e+00 5.082078471188331719e+02
9.525000397973350630e+00 5.083078572872059340e+02
9.523619384866739424e+00 5.084078527792535738e+02
9.522238787873597232e+00 5.085078508995089805e+02
9.520858647134859964e+00 5.086078487244858479e+02
9.519478924198118364e+00 5.087078490241402164e+02
9.518099614993186464e+00 5.088078520788727133e+02
9.516720821279236020e+00 5.089078504928222628e+02
9.515342477803947929e+00 5.090078489790799381e+02
9.513964577498466468e+00 5.091078480336549319e+02
9.512587033656457081e+00 5.092078539356266447e+02
9.511209912749286843e+00 5.093078618465639806e+02
9.509833523647900577e+00 5.094078493097707678e+02
9.508457383351556658e+00 5.095078513927413724e+02
9.507081749199016940e+00 5.096078493830965499e+02
9.505706543050724378e+00 5.097078489426334613e+02
9.504331791670088236e+00 5.098078481086964757e+02
9.502957419364758351e+00 5.099078523723433705e+02
9.501583498882606449e+00 5.100078564254824300e+02
9.500210154211357505e+00 5.101078512216520267e+02
9.498837176508539315e+00 5.102078519482059278e+02
9.497464558394913325e+00 5.103078591316080406e+02
9.496092536340938750e+00 5.104078555237410342e+02
9.494720990542633743e+00 5.105078498328591081e+02
9.493349827064635704e+00 5.106078488916990636e+02
9.491979075301960833e+00 5.107078505430318955e+02
9.490608820702966852e+00 5.108078485355115390e+02
9.489239008701908062e+00 5.109078468325502058e+02
9.487869475278694509e+00 5.110078573969816489e+02
9.486500643429954138e+00 5.111078493192254655e+02
9.485132148877239544e+00 5.112078491872514974e+02
9.483764016410235698e+00 5.113078551794815212e+02
9.482396434095868187e+00 5.114078535311032851e+02
9.481029281758035054e+00 5.115078530092852702e+02
9.479662580704877328e+00 5.116078520388065272e+02
9.478296347272543443e+00 5.117078494063748053e+02
9.476930499217147030e+00 5.118078511159254163e+02
9.475565058861178613e+00 5.119078555195711715e+02
9.474200088102216810e+00 5.120078580674053228e+02
9.472835587490536113e+00 5.121078587003225948e+02
9.471471619213524207e+00 5.122078528397287300e+02
9.470108025276418928e+00 5.123078520507796156e+02
9.468744781891759388e+00 5.124078580667934375e+02
9.467382017840130004e+00 5.125078614256686933e+02
9.466019887442028491e+00 5.126078507779041047e+02
9.464658119374330880e+00 5.127078460195414209e+02
9.463296676110726224e+00 5.128078498963320726e+02
9.461935701677065325e+00 5.129078518153145296e+02
9.460575245897770102e+00 5.130078480948893684e+02
9.459215095337773604e+00 5.131078544082270128e+02
9.457855489813287164e+00 5.132078531069226983e+02
9.456496319810144158e+00 5.133078522253462097e+02
9.455137503116075592e+00 5.134078577986384744e+02
9.453779273988835996e+00 5.135078525670295448e+02
9.452421479498203993e+00 5.136078477675639533e+02
9.451063891593186383e+00 5.137078601868722671e+02
9.449706974097617618e+00 5.138078556387068829e+02
9.448350391315221586e+00 5.139078588402501282e+02
9.446994354046491793e+00 5.140078542350732960e+02
9.445638727454147343e+00 5.141078517466145286e+02
9.444283436489909533e+00 5.142078568987262770e+02
9.442928669129990737e+00 5.143078558047621982e+02
9.441574347314400484e+00 5.144078542064557951e+02
9.440220520278062466e+00 5.145078484494163149e+02
9.438866932759845341e+00 5.146078573756668675e+02
9.437513938127120028e+00 5.147078548616875651e+02
9.436161322976911237e+00 5.148078566594878112e+02
9.434809196577251811e+00 5.149078546741351374e+02
9.433457562920104067e+00 5.150078485898166036e+02
9.432106193817581641e+00 5.151078552753369877e+02
9.430755447172833428e+00 5.152078482272286237e+02
9.429404968324725189e+00 5.153078536829775658e+02
9.428055064440505006e+00 5.154078488806389942e+02
9.426705527101200133e+00 5.155078492398155277e+02
9.425356314727821427e+00 5.156078578312716445e+02
9.424007735672102370e+00 5.157078517790200749e+02
9.422659494290371640e+00 5.158078529840533974e+02
9.421311674139392522e+00 5.159078552361571610e+02
9.419964293340429506e+00 5.160078571744746796e+02
9.418617483451098948e+00 5.161078490131353647e+02
9.417270991507839639e+00 5.162078495156564486e+02
9.415924952140626303e+00 5.163078486702837608e+02
9.414579214483937974e+00 5.164078576724731420e+02
9.413234165970077783e+00 5.165078477089735998e+02
9.411889292981628685e+00 5.166078569452284910e+02
9.410545041511914732e+00 5.167078522015658564e+02
9.409201185243134091e+00 5.168078502911258738e+02
9.407857700466870199e+00 5.169078529650337259e+02
9.406514601553688237e+00 5.170078591408916964e+02
9.405172041610482481e+00 5.171078573997128842e+02
9.403829993248070451e+00 5.172078497582407408e+02
9.402488288362903290e+00 5.173078487251453907e+02
9.401146942940057372e+00 5.174078530982395705e+02
9.399806126426126340e+00 5.175078502269017235e+02
9.398465656993202799e+00 5.176078536546781379e+02
9.397125641138341479e+00 5.177078554221935747e+02
9.395786008858685534e+00 5.178078607379037521e+02
9.394447044599480989e+00 5.179078483441921890e+02
9.393108216706677283e+00 5.180078579279971791e+02
9.391770080736430160e+00 5.181078479742519676e+02
9.390432221443564487e+00 5.182078494910371091e+02
9.389094804627704960e+00 5.183078500737967715e+02
9.387757769602112390e+00 5.184078542449049110e+02
9.386421125078857841e+00 5.185078613393419573e+02
9.385085114123976169e+00 5.186078531485406984e+02
9.383749431353299642e+00 5.187078525082910119e+02
9.382414164158049630e+00 5.188078528634262057e+02
9.381079366533057851e+00 5.189078501526805667e+02
9.379744913178621246e+00 5.190078537480272871e+02
9.378410997414587058e+00 5.191078491447209444e+02
9.377077378751858205e+00 5.192078543550264840e+02
9.375744346160145071e+00 5.193078476922514710e+02
9.374411555591509071e+00 5.194078549486009706e+02
9.373079281043304789e+00 5.195078555514393202e+02
9.371747448435646888e+00 5.196078550410063599e+02
9.370416127957735597e+00 5.197078481271369128e+02
9.369085035248017945e+00 5.198078561553705867e+02
9.367754459702217318e+00 5.199078573702114454e+02
9.366424391092671442e+00 5.200078525177030997e+02
9.365094626216469820e+00 5.201078568598020411e+02
9.363765369862127486e+00 5.202078549804883778e+02
9.362436558873143966e+00 5.203078516108151916e+02
9.361108079631661028e+00 5.204078552870904559e+02
9.359780102716232619e+00 5.205078531528929489e+02
9.358452511705962706e+00 5.206078539570423800e+02
9.357125384808050228e+00 5.207078517921734147e+02
9.355798576799747579e+00 5.208078575866981055e+02
9.354472411543303778e+00 5.209078469096118624e+02
9.353146408003526702e+00 5.210078560148975839e+02
9.351821047347442573e+00 5.211078485974388741e+02
9.350495968272456437e+00 5.212078518967666696e+02
9.349171366362810431e+00 5.213078511390382346e+02
9.347847213479813178e+00 5.214078484293203246e+02
9.346523351340188412e+00 5.215078557083471651e+02
9.345200100761047679e+00 5.216078487225464642e+02
9.343877113827343095e+00 5.217078537451225202e+02
9.342554602387052043e+00 5.218078547499196702e+02
9.341232596019462875e+00 5.219078494790678633e+02
9.339910827236836965e+00 5.220078581523279126e+02
9.338589664059616879e+00 5.221078529079651389e+02
9.337268799954570042e+00 5.222078569280042757e+02
9.335948522786978288e+00 5.223078483999975106e+02
9.334628492871033245e+00 5.224078530341282658e+02
9.333308949726548676e+00 5.225078526721531489e+02
9.331989761089085178e+00 5.226078573212690799e+02
9.330671112591147676e+00 5.227078528908908766e+02
9.329352864953735391e+00 5.228078499229011413e+02
9.328034917019980554e+00 5.229078560794630448e+02
9.326717558848089951e+00 5.230078493328466038e+02
9.325400494183895717e+00 5.231078521522019855e+02
9.324083868733277214e+00 5.232078534619039374e+02
9.322767632604097798e+00 5.233078570355248758e+02
9.321451933981206750e+00 5.234078515949883013e+02
9.320136625478889769e+00 5.235078483222857813e+02
9.318821653351426093e+00 5.236078512912549741e+02
9.317507159571803754e+00 5.237078496895134094e+02
9.316192991240628274e+00 5.238078551336626560e+02
9.314879379530365711e+00 5.239078500140933556e+02
9.313566071369782762e+00 5.240078535780338598e+02
9.312253227107662568e+00 5.241078536017884062e+02
9.310940748648011578e+00 5.242078575413819408e+02
9.309628806550666269e+00 5.243078523824152626e+02
9.308317214037122866e+00 5.244078523428893277e+02
9.307005990477032142e+00 5.245078559340138327e+02
9.305695276716356545e+00 5.246078523960186430e+02
9.304384920185485797e+00 5.247078533512849390e+02
9.303075004312827190e+00 5.248078524180062914e+02
9.301765425427079848e+00 5.249078574962876473e+02
9.300456367407923253e+00 5.250078545271908297e+02
9.299147763935714295e+00 5.251078485553974815e+02
9.297839461994289678e+00 5.252078512598855013e+02
9.296531572565218227e+00 5.253078541456608264e+02
9.295224186098485220e+00 5.254078502775752213e+02
9.293917212884373669e+00 5.255078464978583952e+02
9.292610502685789697e+00 5.256078542905714812e+02
9.291304338236958671e+00 5.257078520015514869e+02
9.289998529711999353e+00 5.258078541447789576e+02
9.288693234384380659e+00 5.259078486582619689e+02
9.287388283286027502e+00 5.260078484689336165e+02
9.286083704932837080e+00 5.261078513795210938e+02
9.284779637618827408e+00 5.262078467708970493e+02
9.283475818077754127e+00 5.263078548166093924e+02
9.282172498260862881e+00 5.264078561778081848e+02
9.280869611238836470e+00 5.265078559699048810e+02
9.279567137979375602e+00 5.266078556368431691e+02
9.278265108009728479e+00 5.267078528943931133e+02
9.276963479061143047e+00 5.268078509720694456e+02
9.275662322299037754e+00 5.269078443847342896e+02
9.274361345622477160e+00 5.270078555704476457e+02
9.273060886919497037e+00 5.271078585429639816e+02
9.271760871785302172e+00 5.272078590028016833e+02
9.270461402574037280e+00 5.273078490545120758e+02
9.269162244492196834e+00 5.274078467474254239e+02
9.267863320261422899e+00 5.275078580238283621e+02
9.266565105659431367e+00 5.276078462305346193e+02
9.265267055611879243e+00 5.277078533311108686e+02
9.263969515912270580e+00 5.278078526735262130e+02
9.262672415156011141e+00 5.279078497401204686e+02
9.261375712594297482e+00 5.280078476557132490e+02
9.260079278422107762e+00 5.281078564200875007e+02
9.258783419920996849e+00 5.282078523122215756e+02
9.257487967488099656e+00 5.283078483977237738e+02
9.256192833223847671e+00 5.284078514490379348e+02
9.254898197616210354e+00 5.285078475139671355e+02
9.253603847644683356e+00 5.286078530312115618e+02
9.252310004195432924e+00 5.287078509193787568e+02
9.251016524408525399e+00 5.288078522018541889e+02
9.249723460279806631e+00 5.289078528441572189e+02
9.248430817877874688e+00 5.290078523602480800e+02
9.247138520182714316e+00 5.291078566943031092e+02
9.245846824447895074e+00 5.292078459180496566e+02
9.244555305410958823e+00 5.293078529361461051e+02
9.243264265470800822e+00 5.294078543226295324e+02
9.241973715088134256e+00 5.295078492456721051e+02
9.240683466337570096e+00 5.296078522510980520e+02
9.239393645368439323e+00 5.297078535486485862e+02
9.238104195121440654e+00 5.298078575468288136e+02
9.236815276546348485e+00 5.299078517439162397e+02
9.235526629821853462e+00 5.300078562812570908e+02
9.234238420906436318e+00 5.301078582676145743e+02
9.232950666726180700e+00 5.302078563701934399e+02
9.231663296957217213e+00 5.303078560329604443e+02
9.230376367161328588e+00 5.304078529236462600e+02
9.229089756614730078e+00 5.305078564087258428e+02
9.227803662817780861e+00 5.306078511204136703e+02
9.226517932869739980e+00 5.307078489283975387e+02
9.225232536560699970e+00 5.308078521704989043e+02
9.223947523618750921e+00 5.309078569654141120e+02
9.222663024387365738e+00 5.310078531502128953e+02
9.221378897713726985e+00 5.311078516947148955e+02
9.220095102302273915e+00 5.312078558026976225e+02
9.218811792513264436e+00 5.313078534337496421e+02
9.217528892776075011e+00 5.314078504573881219e+02
9.216246382225987688e+00 5.315078484843903652e+02
9.214964248282264236e+00 5.316078484813539262e+02
9.213682501345198617e+00 5.317078496228507447e+02
9.212401167720880579e+00 5.318078498408834776e+02
9.211120144637668261e+00 5.319078571433306024e+02
9.209839696017663613e+00 5.320078509075051443e+02
9.208559521405023318e+00 5.321078545794279080e+02
9.207279841060994841e+00 5.322078509384322160e+02
9.206000445878775196e+00 5.323078563095831441e+02
9.204721593176204308e+00 5.324078505626729338e+02
9.203443085818044267e+00 5.325078490929379313e+02
9.202164893555293546e+00 5.326078542557565925e+02
9.200887230247177584e+00 5.327078493015869753e+02
9.199609794622015002e+00 5.328078577950604995e+02
9.198332889556745329e+00 5.329078560102376514e+02
9.197056339616580090e+00 5.330078576670834991e+02
9.195780288343740949e+00 5.331078515031770166e+02
9.194504573950394999e+00 5.332078501794945851e+02
9.193229245126211424e+00 5.333078498665436200e+02
9.191954303523820258e+00 5.334078504199979989e+02
9.190679766006867979e+00 5.335078505017202133e+02
9.189405629233078798e+00 5.336078503580082497e+02
9.188131896748421568e+00 5.337078496946062387e+02
9.186858522781912839e+00 5.338078520905343112e+02
9.185585590149832669e+00 5.339078510261676911e+02
9.184312982689581517e+00 5.340078556124362876e+02
9.183040830464108240e+00 5.341078556135948929e+02
9.181769108995391449e+00 5.342078529348117399e+02
9.180497691874949240e+00 5.343078575023379244e+02
9.179226810315231688e+00 5.344078511126324429e+02
9.177956203964125592e+00 5.345078542340986587e+02
9.176686065127235281e+00 5.346078517175768638e+02
9.175416219148786467e+00 5.347078572992440968e+02
9.174146860830203920e+00 5.348078556225416378e+02
9.172877940485010484e+00 5.349078505812051390e+02
9.171609218830043986e+00 5.350078610216405650e+02
9.170341067423469994e+00 5.351078576400161637e+02
9.169073382274650186e+00 5.352078486116220120e+02
9.167805945287941682e+00 5.353078511263925066e+02
9.166538845562351767e+00 5.354078581462795228e+02
9.165272282657248581e+00 5.355078539022215409e+02
9.164006133764848627e+00 5.356078480684615215e+02
9.162740298616713019e+00 5.357078485504225682e+02
9.161474842633055005e+00 5.358078501679278816e+02
9.160209774921558079e+00 5.359078521864901177e+02
9.158945141056051398e+00 5.360078509867710181e+02
9.157680798239708153e+00 5.361078578469818012e+02
9.156416955517114431e+00 5.362078562164743971e+02
9.155153480851158321e+00 5.363078565238450892e+02
9.153890480635086035e+00 5.364078503308093104e+02
9.152627797382114849e+00 5.365078500901593088e+02
9.151365404858628594e+00 5.366078578705706832e+02
9.150103628473052808e+00 5.367078478729464450e+02
9.148842094542233738e+00 5.368078496917656821e+02
9.147581001507489873e+00 5.369078475848374410e+02
9.146320224241527796e+00 5.370078514596269770e+02
9.145059803866187664e+00 5.371078580430167904e+02
9.143799890603812486e+00 5.372078553973552744e+02
9.142540419294661547e+00 5.373078486726843721e+02
9.141281142619051892e+00 5.374078574944121556e+02
9.140022398574352280e+00 5.375078550061612077e+02
9.138764034302143457e+00 5.376078533310952707e+02
9.137506091519037810e+00 5.377078491379608067e+02
9.136248472352434646e+00 5.378078501927036541e+02
9.134991282562008763e+00 5.379078480713222916e+02
9.133734390937631176e+00 5.380078531969098776e+02
9.132477945476987102e+00 5.381078537798730395e+02
9.131221850002379625e+00 5.382078574589837672e+02
9.129966191773078776e+00 5.383078572714243819e+02
9.128710969678373033e+00 5.384078532867611102e+02
9.127456087889365577e+00 5.385078531237925290e+02
9.126201495010693776e+00 5.386078608682665845e+02
9.124947547227197475e+00 5.387078481063535946e+02
9.123693707291327115e+00 5.388078576626066933e+02
9.122440393262715830e+00 5.389078561814227442e+02
9.121187517369239828e+00 5.390078506436036605e+02
9.119934837802121663e+00 5.391078603382662777e+02
9.118682756512361820e+00 5.392078531589567092e+02
9.117431029268072251e+00 5.393078485884552720e+02
9.116179610303234426e+00 5.394078502716560024e+02
9.114928517114336159e+00 5.395078568002752490e+02
9.113677882624298121e+00 5.396078575333709750e+02
9.112427699072286558e+00 5.397078530711512485e+02
9.111177844410281779e+00 5.398078531600375527e+02
9.109928397060466310e+00 5.399078515115759274e+02
