# redshift      Om
8.238440100341444250e+00 9.970993223118231885e-01
8.237442661518322495e+00 9.970983853106213379e-01
8.236445470532871127e+00 9.970974481393637401e-01
8.235448626269198158e+00 9.970965108911263863e-01
8.234452051090212166e+00 9.970955734930718739e-01
8.233455634831212677e+00 9.970946358416200583e-01
8.232459596105222488e+00 9.970936981426005152e-01
8.231463774357358432e+00 9.970927602450069260e-01
8.230468212012850060e+00 9.970918221888701583e-01
8.229472986334323892e+00 9.970908840471355283e-01
8.228477995944254886e+00 9.970899457243715958e-01
8.227483288533493422e+00 9.970890072656524161e-01
8.226488856549236672e+00 9.970880686639757018e-01
8.225494570421805207e+00 9.970871297970859137e-01
8.224500652550739588e+00 9.970861908750842106e-01
8.223507012917348646e+00 9.970852518131092523e-01
8.222513687782733172e+00 9.970843126455757321e-01
8.221520501185217711e+00 9.970833732061754606e-01
8.220527596219433519e+00 9.970824336302995805e-01
8.219535049026433171e+00 9.970814939901736507e-01
8.218542649638212794e+00 9.970805540871131578e-01
8.217550587228403813e+00 9.970796141003651636e-01
8.216558819711034189e+00 9.970786739902224305e-01
8.215567348889804222e+00 9.970777337585391420e-01
8.214576012173836261e+00 9.970767932511747089e-01
8.213585134363869500e+00 9.970758527764218559e-01
8.212594288242836882e+00 9.970749119288797591e-01
8.211603912801933802e+00 9.970739711254782423e-01
8.210613719906850960e+00 9.970730300926881062e-01
8.209623695088373196e+00 9.970720888167582396e-01
8.208634085080738885e+00 9.970711475324134376e-01
8.207644595624314476e+00 9.970702059598760547e-01
8.206655533070508213e+00 9.970692643907812514e-01
8.205666617074589553e+00 9.970683225583815146e-01
8.204678076450193203e+00 9.970673806806994444e-01
8.203689689870550694e+00 9.970664385469655278e-01
8.202701622090392775e+00 9.970654963142978611e-01
8.201713830454762544e+00 9.970645539421697512e-01
8.200726319674902953e+00 9.970636114352009471e-01
8.199739037207441683e+00 9.970626687433398194e-01
8.198751977660782231e+00 9.970617258614998812e-01
8.197765254443099892e+00 9.970607828981409293e-01
8.196778723135690115e+00 9.970598397153570547e-01
8.195792471508530852e+00 9.970588963971367402e-01
8.194806578448405432e+00 9.970579530191086004e-01
8.193820769346459088e+00 9.970570093185628924e-01
8.192835407231237710e+00 9.970560656431313173e-01
8.191850177687447498e+00 9.970551216918422943e-01
8.190865234958620178e+00 9.970541776125186884e-01
8.189880607607799234e+00 9.970532334326944746e-01
8.188896312050438553e+00 9.970522891682923605e-01
8.187912191220661384e+00 9.970513446687315762e-01
8.186928268640752293e+00 9.970503999566017184e-01
8.185944725810832878e+00 9.970494552063110527e-01
8.184961344698654884e+00 9.970485102085444584e-01
8.183978302455461318e+00 9.970475651336317968e-01
8.182995532954356221e+00 9.970466199181626799e-01
8.182012912904028212e+00 9.970456744436023699e-01
8.181030662620035088e+00 9.970447289220423226e-01
8.180048758486499594e+00 9.970437833309765407e-01
8.179066891118782934e+00 9.970428373724835591e-01
8.178085404957304405e+00 9.970418913784501180e-01
8.177104116777162091e+00 9.970409451724192573e-01
8.176123145801513559e+00 9.970399988694551574e-01
8.175142476517617496e+00 9.970390524547608768e-01
8.174162011517843496e+00 9.970381058344284231e-01
8.173181870683309924e+00 9.970371591243131215e-01
8.172201929430729095e+00 9.970362122041898090e-01
8.171222265726409972e+00 9.970352651494776008e-01
8.170242835597822051e+00 9.970343179177691972e-01
8.169263698433111287e+00 9.970333705666120094e-01
8.168284927693209241e+00 9.970324231672750281e-01
8.167306238091132542e+00 9.970314754436775395e-01
8.166327824803181201e+00 9.970305275848279081e-01
8.165349829401202797e+00 9.970295797280918082e-01
8.164371958945210395e+00 9.970286315896781382e-01
8.163394403087764317e+00 9.970276833535319794e-01
8.162417060647394251e+00 9.970267349216185293e-01
8.161440018008368824e+00 9.970257863778712037e-01
8.160463107343881362e+00 9.970248375594115142e-01
8.159486659304141298e+00 9.970238887875366718e-01
8.158510308298403402e+00 9.970229397071498356e-01
8.157534285217565184e+00 9.970219905427437634e-01
8.156558546754743233e+00 9.970210412523682342e-01
8.155583125022765500e+00 9.970200918674254620e-01
8.154607861536678826e+00 9.970191422337408849e-01
8.153632832666925623e+00 9.970181924257092154e-01
8.152658218833346737e+00 9.970172426192723814e-01
8.151683669808129196e+00 9.970162924732014487e-01
8.150709448595909734e+00 9.970153422439456126e-01
8.149735539146226060e+00 9.970143919160338042e-01
8.148761863143109352e+00 9.970134414131708311e-01
8.147788327038716361e+00 9.970124906440542834e-01
8.146815245302731157e+00 9.970115399159559244e-01
8.145842364163469185e+00 9.970105889811264888e-01
8.144869643837436612e+00 9.970096378006924054e-01
8.143897296738279223e+00 9.970086865824819844e-01
8.142925171103462034e+00 9.970077351781876374e-01
8.141953221692514120e+00 9.970067835435669767e-01
8.140981666338177547e+00 9.970058318920425044e-01
8.140010288225823842e+00 9.970048800113828769e-01
8.139039181616221086e+00 9.970039279940239307e-01
8.138068392066736934e+00 9.970029758847809287e-01
8.137097699363611270e+00 9.970020234677227089e-01
8.136127327666656583e+00 9.970010709628357448e-01
8.135157271705256932e+00 9.970001183651308052e-01
8.134187474375451643e+00 9.969991656186769635e-01
8.133217929900187215e+00 9.969982127179044529e-01
8.132248618395852446e+00 9.969972596433619438e-01
8.131279532295790702e+00 9.969963063876821074e-01
8.130310822923153324e+00 9.969953530998797442e-01
8.129342218940237785e+00 9.969943995130250425e-01
8.128373966358282132e+00 9.969934458693874291e-01
8.127405875419647430e+00 9.969924919821809839e-01
8.126438168228961700e+00 9.969915380703787688e-01
8.125470653514909714e+00 9.969905839455841523e-01
8.124503388568355078e+00 9.969896296643593336e-01
8.123536457932557298e+00 9.969886753102654708e-01
8.122569693631930932e+00 9.969877207176117695e-01
8.121603194811060078e+00 9.969867659843535401e-01
8.120636871330699336e+00 9.969858110215116254e-01
8.119670946715217497e+00 9.969848560501294310e-01
8.118705147300049774e+00 9.969839007997620683e-01
8.117739818282348807e+00 9.969829456119965183e-01
8.116774585806346920e+00 9.969819901170473564e-01
8.115809649566726236e+00 9.969810345126288720e-01
8.114844865220453229e+00 9.969800786558631334e-01
8.113880481338730633e+00 9.969791227931544819e-01
8.112916274200504319e+00 9.969781667029089522e-01
8.111952313935354653e+00 9.969772104547199865e-01
8.110988680827237118e+00 9.969762541283762047e-01
8.110025154570303485e+00 9.969752975053035593e-01
8.109062064707272199e+00 9.969743409128127842e-01
8.108099030524492434e+00 9.969733839728550651e-01
8.107136324174748054e+00 9.969724269558907226e-01
8.106174010674115138e+00 9.969714699267918645e-01
8.105211857624507132e+00 9.969705126545729268e-01
8.104249943087943109e+00 9.969695552169389741e-01
8.103288281357606593e+00 9.969685976282132156e-01
8.102326941204200494e+00 9.969676399570253089e-01
8.101365763837440781e+00 9.969666820452836031e-01
8.100404787562679232e+00 9.969657239311809915e-01
8.099444256013216048e+00 9.969647658578196792e-01
8.098483810972744834e+00 9.969638074680230444e-01
8.097523736124131233e+00 9.969628490449430336e-01
8.096563753657392226e+00 9.969618903113279806e-01
8.095604171738919774e+00 9.969609315750411760e-01
8.094644735471696606e+00 9.969599725815446734e-01
8.093685724045620589e+00 9.969590136100465738e-01
8.092726766041106856e+00 9.969580542892330088e-01
8.091768125580612647e+00 9.969570948833496038e-01
8.090809817355973266e+00 9.969561354072983272e-01
8.089851682939389832e+00 9.969551757025660876e-01
8.088893867937136051e+00 9.969542159150980298e-01
8.087936266815324515e+00 9.969532559392688675e-01
8.086978915419273051e+00 9.969522958110936806e-01
8.086021719677773945e+00 9.969513354362741220e-01
8.085064890446053809e+00 9.969503750264842035e-01
8.084108326995922411e+00 9.969494144808076497e-01
8.083151986646029741e+00 9.969484537564826665e-01
8.082195892662447534e+00 9.969474928769688216e-01
8.081239953022437916e+00 9.969465317498248380e-01
8.080284386731864998e+00 9.969455705953681468e-01
8.079329066002445714e+00 9.969446092852438657e-01
8.078373952928153301e+00 9.969436477813840014e-01
8.077419086358926137e+00 9.969426861229759851e-01
8.076464465227346068e+00 9.969417243090447078e-01
8.075510186233895382e+00 9.969407624371811050e-01
8.074556003633290402e+00 9.969398002597521513e-01
8.073602198831927979e+00 9.969388380606112321e-01
8.072648539854625938e+00 9.969378756058636659e-01
8.071695310984164706e+00 9.969369131825680519e-01
8.070742143834493731e+00 9.969359504188871623e-01
8.069789252544104841e+00 9.969349875311188658e-01
8.068836665212819170e+00 9.969340245478148788e-01
8.067884366327641388e+00 9.969330614534590573e-01
8.066932223938001911e+00 9.969320981146766458e-01
8.065980323002397867e+00 9.969311346174679622e-01
8.065028895149692900e+00 9.969301711965270485e-01
8.064077494865379947e+00 9.969292074008309079e-01
8.063126409263640326e+00 9.969282435212422078e-01
8.062175503750449224e+00 9.969272794214603106e-01
8.061224962157826468e+00 9.969263152880042389e-01
8.060274509564704815e+00 9.969253508420991006e-01
8.059324440859290561e+00 9.969243863830664631e-01
8.058374547876205440e+00 9.969234216997325815e-01
8.057424911789313526e+00 9.969224568746015702e-01
8.056475644689211180e+00 9.969214920217445153e-01
8.055526565798807326e+00 9.969205269575619477e-01
8.054577656078608427e+00 9.969195616627110068e-01
8.053629102930113248e+00 9.969185963279543206e-01
8.052680627929786894e+00 9.969176306700098245e-01
8.051732540968263407e+00 9.969166650044690714e-01
8.050784583349496870e+00 9.969156990679601815e-01
8.049837019001049754e+00 9.969147331295394876e-01
8.048889640065759465e+00 9.969137669774793542e-01
8.047942577877895687e+00 9.969128007458268881e-01
8.046995635176173778e+00 9.969118342333964655e-01
8.046049027573129564e+00 9.969108676603382069e-01
8.045102701127579081e+00 9.969099009717562465e-01
8.044156479401410209e+00 9.969089339874531719e-01
8.043210659834151954e+00 9.969079670115095215e-01
8.042264942118629634e+00 9.969069997370139102e-01
8.041319629841535033e+00 9.969060324745872004e-01
8.040374385204156482e+00 9.969050648786806912e-01
8.039429520563313503e+00 9.969040972691135538e-01
8.038484798936691433e+00 9.969031294033242618e-01
8.037540472924689539e+00 9.969021615402366976e-01
8.036596235508447705e+00 9.969011933652810464e-01
8.035652292922128126e+00 9.969002250899553497e-01
8.034708705302188392e+00 9.968992567761533197e-01
8.033765303434165617e+00 9.968982882503633070e-01
8.032822105308094152e+00 9.968973195310952828e-01
8.031879125742797498e+00 9.968963506336306901e-01
8.030936385243816034e+00 9.968953815791223860e-01
8.029994069213955754e+00 9.968944125583655280e-01
8.029051762889436006e+00 9.968934431449104627e-01
8.028109787141573861e+00 9.968924736688692390e-01
8.027168087360022852e+00 9.968915040742173383e-01
8.026226676494264467e+00 9.968905343744414171e-01
8.025285483646488416e+00 9.968895644966294656e-01
8.024344417400108398e+00 9.968885943465921606e-01
8.023403713438144180e+00 9.968876241674008432e-01
8.022463164387287904e+00 9.968866537453084931e-01
8.021522942490634023e+00 9.968856832581296512e-01
8.020582978917353500e+00 9.968847126349859034e-01
8.019643228742051377e+00 9.968837418295806163e-01
8.018703787084925594e+00 9.968827709403054183e-01
8.017764465595156764e+00 9.968817997725710756e-01
8.016825416650958047e+00 9.968808284839657530e-01
8.015886721158889117e+00 9.968798571583686874e-01
8.014948131177217050e+00 9.968788855393063697e-01
8.014009839087592013e+00 9.968779138259821204e-01
8.013071768018816599e+00 9.968769419389117425e-01
8.012133925883235364e+00 9.968759698863748353e-01
8.011196473873230417e+00 9.968749978356344910e-01
8.010259062738679603e+00 9.968740254246197807e-01
8.009322085702658356e+00 9.968730530613335583e-01
8.008385224224207732e+00 9.968720804153513582e-01
8.007448642900445890e+00 9.968711076576041163e-01
8.006512335616832843e+00 9.968701347818907932e-01
8.005576133404554540e+00 9.968691616126797994e-01
8.004640297559832973e+00 9.968681884216812339e-01
8.003704715523793922e+00 9.968672150920357966e-01
8.002769351392434061e+00 9.968662415864870674e-01
8.001834256175854421e+00 9.968652679582324927e-01
8.000899374521452501e+00 9.968642941497419807e-01
7.999964644187942397e+00 9.968633200962105922e-01
7.999030343277101274e+00 9.968623460876072651e-01
7.998096061575639126e+00 9.968613716963673488e-01
7.997162143149036062e+00 9.968603972813665504e-01
7.996228479407013978e+00 9.968594227294979015e-01
7.995295026464928512e+00 9.968584479950490795e-01
7.994361890542009519e+00 9.968574731890702534e-01
7.993428880578936635e+00 9.968564981120492385e-01
7.992496188349983655e+00 9.968555229644874283e-01
7.991563731151033245e+00 9.968545476600657596e-01
7.990631480405093079e+00 9.968535721689735229e-01
7.989699528632462133e+00 9.968525965881418482e-01
7.988767785586183834e+00 9.968516208232208742e-01
7.987836233956183918e+00 9.968506448561346156e-01
7.986905019643374182e+00 9.968496688398758021e-01
7.985974039857246964e+00 9.968486926668721493e-01
7.985043248049612963e+00 9.968477162883833120e-01
7.984112644814953086e+00 9.968467397050697620e-01
7.983182347618048347e+00 9.968457630403138037e-01
7.982252329228410659e+00 9.968447862657003888e-01
7.981322489413016363e+00 9.968438092760476543e-01
7.980392871430201041e+00 9.968428321168598671e-01
7.979463528298230024e+00 9.968418548439827997e-01
7.978534437936283474e+00 9.968408774343328060e-01
7.977605607379054220e+00 9.968398998954363099e-01
7.976677009507813665e+00 9.968389221988657178e-01
7.975748475577497665e+00 9.968379441669404928e-01
7.974820470967252994e+00 9.968369662900268269e-01
7.973892499505654818e+00 9.968359880454472632e-01
7.972964837176646391e+00 9.968350097241540642e-01
7.972037432417720559e+00 9.968340312719298213e-01
7.971110224508815456e+00 9.968330526248025958e-01
7.970183365687101507e+00 9.968320739436038469e-01
7.969256639429881162e+00 9.968310949998115955e-01
7.968330101345858729e+00 9.968301158521710725e-01
7.967403880264360971e+00 9.968291366369486095e-01
7.966477948686404353e+00 9.968281573252611993e-01
7.965552139679844323e+00 9.968271777406149114e-01
7.964626627689883165e+00 9.968261980676554890e-01
7.963701376809333432e+00 9.968252182685313212e-01
7.962776301268802648e+00 9.968242382524957756e-01
7.961851575222056887e+00 9.968232582041818279e-01
7.960927022520563057e+00 9.968222779370373710e-01
7.960002675592732224e+00 9.968212974854869790e-01
7.959078550565946486e+00 9.968203168667093550e-01
7.958154733674004611e+00 9.968193361723504120e-01
7.957231134148908147e+00 9.968183553061911173e-01
7.956307740699835485e+00 9.968173742563111173e-01
7.955384642775920057e+00 9.968163931178670722e-01
7.954461670517224192e+00 9.968154117103880107e-01
7.953539040748523803e+00 9.968144302645267629e-01
7.952616597444601254e+00 9.968134486144518691e-01
7.951694473925370765e+00 9.968124669021655171e-01
7.950772580493444153e+00 9.968114850323284148e-01
7.949850831748720204e+00 9.968105029140242879e-01
7.948929255425494667e+00 9.968095205768049416e-01
7.948008011253874905e+00 9.968085381910575249e-01
7.947087008031139099e+00 9.968075556596952547e-01
7.946166337462392981e+00 9.968065730807206259e-01
7.945245723261285420e+00 9.968055901593178003e-01
7.944325456974536515e+00 9.968046072068253993e-01
7.943405372426558309e+00 9.968036240458901798e-01
7.942485577312928591e+00 9.968026407916940057e-01
7.941565952555233565e+00 9.968016573170389583e-01
7.940646685054828957e+00 9.968006738219444829e-01
7.939727535668657410e+00 9.967996900506658209e-01
7.938808731111958394e+00 9.967987062459557901e-01
7.937889987157511484e+00 9.967977221035407842e-01
7.936971571055836172e+00 9.967967379097445457e-01
7.936053344803884357e+00 9.967957535168157079e-01
7.935135474492224894e+00 9.967947691029659385e-01
7.934217820729396742e+00 9.967937845188700186e-01
7.933300339431758275e+00 9.967927997172795207e-01
7.932383169441271420e+00 9.967918148473368101e-01
7.931466204593250247e+00 9.967908297951759700e-01
7.930549324622178986e+00 9.967898444315865802e-01
7.929632824536559710e+00 9.967888590737132848e-01
7.928716590913971629e+00 9.967878735998325634e-01
7.927800477548529123e+00 9.967868878527390564e-01
7.926884672944441768e+00 9.967859020353434518e-01
7.925969033282311393e+00 9.967849159929386138e-01
7.925053720995689943e+00 9.967839299005667453e-01
7.924138631040658964e+00 9.967829436452185776e-01
7.923223705467124844e+00 9.967819571644878085e-01
7.922309063970616627e+00 9.967809705875221304e-01
7.921394639386397429e+00 9.967799838420003944e-01
7.920480453560449163e+00 9.967789969515917781e-01
7.919566530417233352e+00 9.967780099422501872e-01
7.918652814616343960e+00 9.967770227543155670e-01
7.917739397788492006e+00 9.967760354869159567e-01
7.916826086973253851e+00 9.967750479315531376e-01
7.915913130379817808e+00 9.967740603567133428e-01
7.915000311421423795e+00 9.967730725282285542e-01
7.914087824022026929e+00 9.967720846560629289e-01
7.913175437915295873e+00 9.967710964910089233e-01
7.912263257080174306e+00 9.967701081456801226e-01
7.911351468826659961e+00 9.967691198232172534e-01
7.910439894457877763e+00 9.967681313301213208e-01
7.909528457507031263e+00 9.967671425835011867e-01
7.908617364950188744e+00 9.967661538080035966e-01
7.907706439635295403e+00 9.967651648115065655e-01
7.906795739876886664e+00 9.967641756573787370e-01
7.905885267199915134e+00 9.967631863473718212e-01
7.904975026753955802e+00 9.967621968871815952e-01
7.904065030980975237e+00 9.967612072904455944e-01
7.903155268181441429e+00 9.967602175445523516e-01
7.902245830561814621e+00 9.967592277499819353e-01
7.901336445918175855e+00 9.967582376105248443e-01
7.900427355488524483e+00 9.967572473888689499e-01
7.899518555796483099e+00 9.967562570814108014e-01
7.898609930284197667e+00 9.967552665612438023e-01
7.897701560703931811e+00 9.967542759175708200e-01
7.896793511111247277e+00 9.967532852204274985e-01
7.895885594491079296e+00 9.967522942658741947e-01
7.894977905273032448e+00 9.967513031570136572e-01
7.894070487394534652e+00 9.967503119419481861e-01
7.893163239593679492e+00 9.967493205101545239e-01
7.892256285481662914e+00 9.967483289968191995e-01
7.891349473665848713e+00 9.967473372365202033e-01
7.890442957588406969e+00 9.967463453971622256e-01
7.889536682097724629e+00 9.967453534185560793e-01
7.888630651181020248e+00 9.967443613051850670e-01
7.887724767431379291e+00 9.967433689504453520e-01
7.886819162340997558e+00 9.967423764984608692e-01
7.885913782833555707e+00 9.967413838911972634e-01
7.885008604568436219e+00 9.967403911020502605e-01
7.884103843149835811e+00 9.967393983677009794e-01
7.883199095724629402e+00 9.967384052462090471e-01
7.882294711807830367e+00 9.967374121212780880e-01
7.881390413638727388e+00 9.967364186879890120e-01
7.880486474005341968e+00 9.967354252461106956e-01
7.879582708720559658e+00 9.967344315933724941e-01
7.878679179974274582e+00 9.967334377982202120e-01
7.877775855597802135e+00 9.967324438253625241e-01
7.876872730882501727e+00 9.967314496696847437e-01
7.875969978955982498e+00 9.967304555219450579e-01
7.875067380915371729e+00 9.967294611412269578e-01
7.874164903471494448e+00 9.967284664908369063e-01
7.873262724345681640e+00 9.967274717667241601e-01
7.872360900947258600e+00 9.967264770324215650e-01
7.871459180338443495e+00 9.967254820090364342e-01
7.870557766637290342e+00 9.967244869218785386e-01
7.869656396892919403e+00 9.967234914807029389e-01
7.868755408784218197e+00 9.967224960585123750e-01
7.867854710019778430e+00 9.967215005535898786e-01
7.866954140710452847e+00 9.967205047892929715e-01
7.866053799098035704e+00 9.967195088742852871e-01
7.865153696401275596e+00 9.967185128210864775e-01
7.864253821910499376e+00 9.967175166179551571e-01
7.863354208984373983e+00 9.967165203019474617e-01
7.862454730395286084e+00 9.967155237322216088e-01
7.861555456883888127e+00 9.967145269871794389e-01
7.860656574577046918e+00 9.967135302733198809e-01
7.859757809084895186e+00 9.967125332865269804e-01
7.858859328432165725e+00 9.967115362132555889e-01
7.857961010565637672e+00 9.967105389181575292e-01
7.857063040235770401e+00 9.967095416064788438e-01
7.856165115175398839e+00 9.967085439425750204e-01
7.855267523699672516e+00 9.967075462468388825e-01
7.854370192906655390e+00 9.967065484384337593e-01
7.853473058707414189e+00 9.967055504462011273e-01
7.852576159633618325e+00 9.967045523130914075e-01
7.851679444349809245e+00 9.967035539820551238e-01
7.850782978722024907e+00 9.967025555265112136e-01
7.849886742544635254e+00 9.967015569240758044e-01
7.848990709345921246e+00 9.967005581453421970e-01
7.848095030422966190e+00 9.966995593591296831e-01
7.847199364114778142e+00 9.966985601844913223e-01
7.846304115614911368e+00 9.966975610735351321e-01
7.845408998331568462e+00 9.966965617065881577e-01
7.844514085748513388e+00 9.966955621657167530e-01
7.843619456148739566e+00 9.966945625384833196e-01
7.842724969625272102e+00 9.966935626686465044e-01
7.841830799733742197e+00 9.966925627503167018e-01
7.840936796553690691e+00 9.966915626159675856e-01
7.840043052135828638e+00 9.966905623686631577e-01
7.839149563212758132e+00 9.966895620048920046e-01
7.838256251171920930e+00 9.966885614367283486e-01
7.837363228865391385e+00 9.966875607906869883e-01
7.836470326606866266e+00 9.966865598767076229e-01
7.835577651119214337e+00 9.966855588144545308e-01
7.834685335797278327e+00 9.966845577537152279e-01
7.833793166615987680e+00 9.966835564545213355e-01
7.832901141128843392e+00 9.966825549141223872e-01
7.832009459920555194e+00 9.966815533578569086e-01
7.831117984755890937e+00 9.966805516306269652e-01
7.830226652320460445e+00 9.966795496613226613e-01
7.829335608350305620e+00 9.966785476138592115e-01
7.828444861677883004e+00 9.966775454983652915e-01
7.827554149027006858e+00 9.966765430186702579e-01
7.826663761295535870e+00 9.966755405022155179e-01
7.825773716139958758e+00 9.966745379691325235e-01
7.824883761948997929e+00 9.966735351361024620e-01
7.823993990618349770e+00 9.966725321066615129e-01
7.823104557000520209e+00 9.966715290555240303e-01
7.822215252153578824e+00 9.966705257471730750e-01
7.821326230218932807e+00 9.966695223555888106e-01
7.820437369022068985e+00 9.966685187429784598e-01
7.819548815089836680e+00 9.966675150749022549e-01
7.818660490382228545e+00 9.966665112633729118e-01
7.817772286502325585e+00 9.966655071859377157e-01
7.816884335675567286e+00 9.966645029921255006e-01
7.815996723316172456e+00 9.966634987787329480e-01
7.815109224394158005e+00 9.966624942912750695e-01
7.814221971625644692e+00 9.966614896800061185e-01
7.813334879812785516e+00 9.966604848485339785e-01
7.812448120403533203e+00 9.966594799911978608e-01
7.811561528129345788e+00 9.966584749208571292e-01
7.810675114887680515e+00 9.966574696510346332e-01
7.809789090417591950e+00 9.966564644197775102e-01
7.808903115784341153e+00 9.966554588426483896e-01
7.808017441662844504e+00 9.966544532041999860e-01
7.807131991046988517e+00 9.966534474171524494e-01
7.806246725760384919e+00 9.966524414382186281e-01
7.805361668319089397e+00 9.966514352930514464e-01
7.804476847025146213e+00 9.966504290139280853e-01
7.803592255424495860e+00 9.966494225936251006e-01
7.802707916143096334e+00 9.966484160580125762e-01
7.801823742536964090e+00 9.966474093085595509e-01
7.800939856569177877e+00 9.966464024842450753e-01
7.800056170535063060e+00 9.966453954852988462e-01
7.799172642854792947e+00 9.966443882643826191e-01
7.798289459778564137e+00 9.966433810339645483e-01
7.797406403972082956e+00 9.966423735463068034e-01
7.796523523657067578e+00 9.966413658564320377e-01
7.795640926364931111e+00 9.966403580871862067e-01
7.794758662521195980e+00 9.966393502963679651e-01
7.793876403304523137e+00 9.966383421084021865e-01
7.792994499374309214e+00 9.966373339240451878e-01
7.792112749882457834e+00 9.966363255138382948e-01
7.791231386083183885e+00 9.966353171424237045e-01
7.790350017684334105e+00 9.966343083633274480e-01
7.789469009149555312e+00 9.966332995937434713e-01
7.788588187601099833e+00 9.966322906358979772e-01
7.787707602896209558e+00 9.966312815469916542e-01
7.786827157042808700e+00 9.966302722147890591e-01
7.785946979727056849e+00 9.966292627880408705e-01
7.785067016291159270e+00 9.966282532041927933e-01
7.784187354601669995e+00 9.966272435642092864e-01
7.783307872928246773e+00 9.966262337285023420e-01
7.782428631148460063e+00 9.966252237659128932e-01
7.781549437815719727e+00 9.966242134565295174e-01
7.780670677838652516e+00 9.966232032427940757e-01
7.779791984030260288e+00 9.966221927027342220e-01
7.778913638897344995e+00 9.966211821613323307e-01
7.778035433989995084e+00 9.966201713789011318e-01
7.777157412400117487e+00 9.966191604050608221e-01
7.776279639641119346e+00 9.966181493153417614e-01
7.775402165326593007e+00 9.966171381670698715e-01
7.774524812021007314e+00 9.966161267558677483e-01
7.773647758634263383e+00 9.966151152880722286e-01
7.772770896249278749e+00 9.966141036382124563e-01
7.771894138368415028e+00 9.966130917064982553e-01
7.771017758461102432e+00 9.966120798086930410e-01
7.770141507934108738e+00 9.966110676579136296e-01
7.769265478243867484e+00 9.966100553598413736e-01
7.768389755884581582e+00 9.966090430145900791e-01
7.767514204518342069e+00 9.966080304646813826e-01
7.766638877520448681e+00 9.966070177719148493e-01
7.765763738164916496e+00 9.966060048938863991e-01
7.764888827318332964e+00 9.966049918779816830e-01
7.764014051989132525e+00 9.966039786165824532e-01
7.763139582472455835e+00 9.966029653070488381e-01
7.762265377815168677e+00 9.966019519021191986e-01
7.761391310786540210e+00 9.966009382543832285e-01
7.760517459778616178e+00 9.965999244547959490e-01
7.759643865523788264e+00 9.965989105507405688e-01
7.758770547700052589e+00 9.965978965652250166e-01
7.757897332432666104e+00 9.965968822964300644e-01
7.757024401154221316e+00 9.965958679551648602e-01
7.756151556840621630e+00 9.965948533125450481e-01
7.755279088792150333e+00 9.965938387049907421e-01
7.754406768857562859e+00 9.965928238673449346e-01
7.753534722198641482e+00 9.965918089453106310e-01
7.752662884480105987e+00 9.965907938641465069e-01
7.751791151355715392e+00 9.965897785023801747e-01
7.750919686741955417e+00 9.965887630509951967e-01
7.750048558985411340e+00 9.965877475898509141e-01
7.749177553583294298e+00 9.965867318690234677e-01
7.748306683651930982e+00 9.965857159037884161e-01
7.747436189132532292e+00 9.965846999742188350e-01
7.746565835826740631e+00 9.965836838071473469e-01
7.745695653233813260e+00 9.965826674370336091e-01
7.744825691680885527e+00 9.965816509227324316e-01
7.743955957853883909e+00 9.965806342721684752e-01
7.743086442717288520e+00 9.965796174748908776e-01
7.742217212381396152e+00 9.965786006083592330e-01
7.741348189750727471e+00 9.965775835825269047e-01
7.740479314452232806e+00 9.965765663267864838e-01
7.739610709472415806e+00 9.965755489852188287e-01
7.738742249054871181e+00 9.965745314106236874e-01
7.737874120054951455e+00 9.965735138220713774e-01
7.737006076950711631e+00 9.965724959318619236e-01
7.736138328519366780e+00 9.965714779848789950e-01
7.735270808214895766e+00 9.965704599032239042e-01
7.734403415066465115e+00 9.965694415684499541e-01
7.733536288814387483e+00 9.965684231446914065e-01
7.732669374590379618e+00 9.965674045676412574e-01
7.731802681109730457e+00 9.965663858476420112e-01
7.730936156991128350e+00 9.965653669243738078e-01
7.730070002045871469e+00 9.965643480329660076e-01
7.729203997389633152e+00 9.965633289161002217e-01
7.728338054665795376e+00 9.965623094697481088e-01
7.727472435591732136e+00 9.965612900020917042e-01
7.726606980856816520e+00 9.965602703256476458e-01
7.725741830776830632e+00 9.965592506058646993e-01
7.724876870302919585e+00 9.965582307072862189e-01
7.724012035164065537e+00 9.965572105541498082e-01
7.723147494088592246e+00 9.965561903455810722e-01
7.722283193705956172e+00 9.965551700187752493e-01
7.721419001024590223e+00 9.965541494167775571e-01
7.720555151911441705e+00 9.965531288182617464e-01
7.719691423922699691e+00 9.965521079605476062e-01
7.718827948917626358e+00 9.965510869995458654e-01
7.717964650875971166e+00 9.965500658454735650e-01
7.717101618518489303e+00 9.965490446033863359e-01
7.716238838035022418e+00 9.965480232571058972e-01
7.715376072720963485e+00 9.965470015264148440e-01
7.714513726627489021e+00 9.965459798899172217e-01
7.713651525733705050e+00 9.965449580231731108e-01
7.712789575597192915e+00 9.965439360513670408e-01
7.711927804931474562e+00 9.965429138900815387e-01
7.711066153882903507e+00 9.965418914683353835e-01
7.710204805257761862e+00 9.965408690031419825e-01
7.709343644104463600e+00 9.965398463581933708e-01
7.708482744923933261e+00 9.965388236220777962e-01
7.707622042731745005e+00 9.965378007177202457e-01
7.706761493371346639e+00 9.965367775926897709e-01
7.705901158020968644e+00 9.965357543197821411e-01
7.705041035477150579e+00 9.965347308976685303e-01
7.704181235451475374e+00 9.965337074570680409e-01
7.703321558053350060e+00 9.965326837601613530e-01
7.702462163700134923e+00 9.965316599980595935e-01
7.701602911440836863e+00 9.965306360029552168e-01
7.700743902166439447e+00 9.965296118951557647e-01
7.699885110220135331e+00 9.965285876441994928e-01
