# redshift      Om
1.231454368600511629e+01 9.990291407098951248e-01
1.231205913262865970e+01 9.990285975350955416e-01
1.230957582946816586e+01 9.990280542288538790e-01
1.230709375265772110e+01 9.990275107861769088e-01
1.230461274976360642e+01 9.990269671738764012e-01
1.230213301876888465e+01 9.990264234355292761e-01
1.229965423804176616e+01 9.990258795007781467e-01
1.229717683490799729e+01 9.990253354635879601e-01
1.229470021340221919e+01 9.990247911932376157e-01
1.229222509914364636e+01 9.990242468493769623e-01
1.228975100416897170e+01 9.990237023249325388e-01
1.228727810327281134e+01 9.990231576585429929e-01
1.228480630991307798e+01 9.990226128313360876e-01
1.228233580599069263e+01 9.990220678836193580e-01
1.227986628073393938e+01 9.990215227470236048e-01
1.227739806426668778e+01 9.990209774946094967e-01
1.227493081264142383e+01 9.990204320505798874e-01
1.227246480248425087e+01 9.990198864762562803e-01
1.226999981788250338e+01 9.990193407240544055e-01
1.226753610194824518e+01 9.990187948479892777e-01
1.226507360099071242e+01 9.990182488364022229e-01
1.226261201409412394e+01 9.990177026227207158e-01
1.226015168044447279e+01 9.990171562823684237e-01
1.225769245662247009e+01 9.990166097837065440e-01
1.225523436389508802e+01 9.990160631316395978e-01
1.225277766766767584e+01 9.990155163854401721e-01
1.225032191172824447e+01 9.990149694437803207e-01
1.224786722435435671e+01 9.990144223353524255e-01
1.224541369008750102e+01 9.990138750791740518e-01
1.224296142010461708e+01 9.990133277002678502e-01
1.224051006266808628e+01 9.990127801202857150e-01
1.223806008125662004e+01 9.990122324429526746e-01
1.223561098048803863e+01 9.990116845577139415e-01
1.223316317745513260e+01 9.990111365580430780e-01
1.223071652993773029e+01 9.990105884123363644e-01
1.222827104425248379e+01 9.990100401222103965e-01
1.222582657902296610e+01 9.990094916561365057e-01
1.222338322359194862e+01 9.990089430343158661e-01
1.222094103270375598e+01 9.990083942692333796e-01
1.221849996040445241e+01 9.990078453507574840e-01
1.221606001330599867e+01 9.990072962805597312e-01
1.221362136895268868e+01 9.990067470988253095e-01
1.221118349311991302e+01 9.990061976853900072e-01
1.220874697437746015e+01 9.990056481730538174e-01
1.220631154091872084e+01 9.990050985007522533e-01
1.220387720724135860e+01 9.990045486719294487e-01
1.220144413900588098e+01 9.990039987242197439e-01
1.219901202634491177e+01 9.990034485877661297e-01
1.219658114294248286e+01 9.990028983246481697e-01
1.219415128898021905e+01 9.990023478898265585e-01
1.219172253962719665e+01 9.990017973004901020e-01
1.218929483873123587e+01 9.990012465440769596e-01
1.218686835058191598e+01 9.990006956580512743e-01
1.218444314216671565e+01 9.990001446578734567e-01
1.218201875695803160e+01 9.989995934399774624e-01
1.217959570500666189e+01 9.989990421204983928e-01
1.217717350262633147e+01 9.989984905895586964e-01
1.217475271555589167e+01 9.989979389761725059e-01
1.217233291229126735e+01 9.989973871822459550e-01
1.216991413633202512e+01 9.989968352178314470e-01
1.216749666007383013e+01 9.989962831453035319e-01
1.216508022475275475e+01 9.989957309057859725e-01
1.216266488791355549e+01 9.989951785125963379e-01
1.216025052902892334e+01 9.989946259383212235e-01
1.215783734205273703e+01 9.989940732275213175e-01
1.215542531634593537e+01 9.989935203779765072e-01
1.215301449115053956e+01 9.989929673989054182e-01
1.215060457181857245e+01 9.989924142228838733e-01
1.214819570741684807e+01 9.989918608842530690e-01
1.214578810394289476e+01 9.989913074305464269e-01
1.214338161323148135e+01 9.989907538279331201e-01
1.214097622421106415e+01 9.989902000740543686e-01
1.213857179544963216e+01 9.989896461365018743e-01
1.213616849916530960e+01 9.989890920551106612e-01
1.213376652582249271e+01 9.989885378740428479e-01
1.213136540942206310e+01 9.989879834859658470e-01
1.212896536633980382e+01 9.989874289409564900e-01
1.212656661617951315e+01 9.989868742899856713e-01
1.212416879572441530e+01 9.989863194492615284e-01
1.212177216744624175e+01 9.989857644796871217e-01
1.211937661590093640e+01 9.989852093547360035e-01
1.211698206307978154e+01 9.989846540564883970e-01
1.211458866375460453e+01 9.989840986210124507e-01
1.211219642133612062e+01 9.989835430493182455e-01
1.210980514054484836e+01 9.989829872962224799e-01
1.210741509421687212e+01 9.989824314253250570e-01
1.210502609000218577e+01 9.989818753920984840e-01
1.210263812850100784e+01 9.989813191968455186e-01
1.210025129878903449e+01 9.989807628604970846e-01
1.209786543592959163e+01 9.989802063447754676e-01
1.209548085144139762e+01 9.989796497225469363e-01
1.209309732121272241e+01 9.989790929417253773e-01
1.209071465900477449e+01 9.989785359589276048e-01
1.208833321072802391e+01 9.989779788551784723e-01
1.208595294689514787e+01 9.989774216238243021e-01
1.208357371524965629e+01 9.989768642294190037e-01
1.208119542735870944e+01 9.989763066513819290e-01
1.207881842677638495e+01 9.989757489704603755e-01
1.207644230369189664e+01 9.989751910906922161e-01
1.207406735058308556e+01 9.989746330809032848e-01
1.207169355073195405e+01 9.989740749373928752e-01
1.206932074047439230e+01 9.989735166218604023e-01
1.206694904135988011e+01 9.989729581630770738e-01
1.206457830306045764e+01 9.989723995258092959e-01
1.206220887699514677e+01 9.989718407930813227e-01
1.205984014838785257e+01 9.989712818200708888e-01
1.205747286199759571e+01 9.989707227827095970e-01
1.205510657932868668e+01 9.989701635777067379e-01
1.205274116213613667e+01 9.989696041725055764e-01
1.205037699992240086e+01 9.989690446593995077e-01
1.204801383666542058e+01 9.989684849780103848e-01
1.204565186868160964e+01 9.989679251750305244e-01
1.204329079256100243e+01 9.989673651787210895e-01
1.204093085090475235e+01 9.989668050467765958e-01
1.203857198914428572e+01 9.989662447664502398e-01
1.203621407458983761e+01 9.989656843063815517e-01
1.203385728813280942e+01 9.989651237097363357e-01
1.203150181593903945e+01 9.989645630210609584e-01
1.202914714271481955e+01 9.989640021178763929e-01
1.202679356547405476e+01 9.989634410710571677e-01
1.202444107770658199e+01 9.989628798792512532e-01
1.202208959302512525e+01 9.989623185220255497e-01
1.201973944068311795e+01 9.989617570782193257e-01
1.201739008896703709e+01 9.989611954209943745e-01
1.201504172790559366e+01 9.989606335958796102e-01
1.201269449246374954e+01 9.989600716353462806e-01
1.201034851497829159e+01 9.989595095713311723e-01
1.200800336245651145e+01 9.989589473002689068e-01
1.200565942722598400e+01 9.989583849163892193e-01
1.200331648259852102e+01 9.989578223655097844e-01
1.200097446481535535e+01 9.989572596324547415e-01
1.199863367549842330e+01 9.989566967898928507e-01
1.199629385972538920e+01 9.989561337767348670e-01
1.199395510682507648e+01 9.989555706146403535e-01
1.199161732720806128e+01 9.989550072822021010e-01
1.198928069981010758e+01 9.989544438227260237e-01
1.198694503457492644e+01 9.989538801905685217e-01
1.198461046425955701e+01 9.989533164179369429e-01
1.198227695797766934e+01 9.989527524975710948e-01
1.197994458372069460e+01 9.989521884461107781e-01
1.197761319327477025e+01 9.989516242279000702e-01
1.197528282388000243e+01 9.989510598521110785e-01
1.197295347689470724e+01 9.989504953192427372e-01
1.197062515032344976e+01 9.989499306289804093e-01
1.196829805789183609e+01 9.989493658333856718e-01
1.196597171247825386e+01 9.989488008143858622e-01
1.196364668293781541e+01 9.989482357103197652e-01
1.196132253748790575e+01 9.989476704164540477e-01
1.195899951483455403e+01 9.989471049910105815e-01
1.195667735616433980e+01 9.989465393711511876e-01
1.195435656472799479e+01 9.989459736796769684e-01
1.195203654569000840e+01 9.989454077717943026e-01
1.194971754489335858e+01 9.989448417075781350e-01
1.194739968025874965e+01 9.989442755160147236e-01
1.194508285308830509e+01 9.989437091732027429e-01
1.194276707472172561e+01 9.989431426820996052e-01
1.194045238925535912e+01 9.989425760536922994e-01
1.193813858949904549e+01 9.989420092374190485e-01
1.193582592452870728e+01 9.989414422944659089e-01
1.193351418885877813e+01 9.989408751746391424e-01
1.193120350655201989e+01 9.989403079085344972e-01
1.192889402967278834e+01 9.989397405337154812e-01
1.192658535902951655e+01 9.989391729522802965e-01
1.192427797912425369e+01 9.989386052835337315e-01
1.192197142756664441e+01 9.989380374139135155e-01
1.191966585577054794e+01 9.989374693808136252e-01
1.191736141898089940e+01 9.989369012226785305e-01
1.191505794265827411e+01 9.989363328966678335e-01
1.191275560337687445e+01 9.989357644465394204e-01
1.191045439886828738e+01 9.989351958719722147e-01
1.190815384369662588e+01 9.989346270531369587e-01
1.190585468251889090e+01 9.989340581743321179e-01
1.190355635258333677e+01 9.989334890965443359e-01
1.190125903239821348e+01 9.989329198640995999e-01
1.189896272491228402e+01 9.989323504779038521e-01
1.189666746391982954e+01 9.989317809465213527e-01
1.189437314677383561e+01 9.989312112446490088e-01
1.189208010737718091e+01 9.989306414554270930e-01
1.188978777972014811e+01 9.989300714383776425e-01
1.188749664028803643e+01 9.989295013121287647e-01
1.188520649934659623e+01 9.989289310296878277e-01
1.188291745005748190e+01 9.989283606144485628e-01
1.188062933933588461e+01 9.989277900284433409e-01
1.187834223818308743e+01 9.989272192895354285e-01
1.187605605068158710e+01 9.989266483739416280e-01
1.187377105832099389e+01 9.989260773521581038e-01
1.187148695441768531e+01 9.989255061477388953e-01
1.186920394941305545e+01 9.989249348134812134e-01
1.186692174241482967e+01 9.989243632742311751e-01
1.186464078491239071e+01 9.989237916432436304e-01
1.186236080925961467e+01 9.989232198536792673e-01
1.186008173970218493e+01 9.989226478866843895e-01
1.185780390253938954e+01 9.989220758243614329e-01
1.185552680694324046e+01 9.989215035436102008e-01
1.185325077593959620e+01 9.989209311257380985e-01
1.185097585052979774e+01 9.989203585812778119e-01
1.184870177765138344e+01 9.989197858467052660e-01
1.184642892394394487e+01 9.989192130145554405e-01
1.184415695103371036e+01 9.989186399997513899e-01
1.184188602499167331e+01 9.989180668443355948e-01
1.183961595538603717e+01 9.989174935003976019e-01
1.183734707490705773e+01 9.989169200521531566e-01
1.183507903134430350e+01 9.989163464107685408e-01
1.183281216100488820e+01 9.989157726614852351e-01
1.183054611442218196e+01 9.989151987160304058e-01
1.182828118557982755e+01 9.989146246490283598e-01
1.182601742235362785e+01 9.989140504728692971e-01
1.182375428590403388e+01 9.989134760510065547e-01
1.182149237217044480e+01 9.989129015348401364e-01
1.181923149054127542e+01 9.989123268762047925e-01
1.181697131269316969e+01 9.989117519917585231e-01
1.181471249090145292e+01 9.989111770476074570e-01
1.181245453124797073e+01 9.989106019182735219e-01
1.181019749602571878e+01 9.989100266197482592e-01
1.180794154910910798e+01 9.989094511939872190e-01
1.180568646857644666e+01 9.989088755845552114e-01
1.180343262371219915e+01 9.989082998859226681e-01
1.180117948268618555e+01 9.989077239624113425e-01
1.179892749651038386e+01 9.989071479294494571e-01
1.179667645194283665e+01 9.989065717327019200e-01
1.179442641129944036e+01 9.989059953882895027e-01
1.179217736922135806e+01 9.989054188950247104e-01
1.178992916470417462e+01 9.989048422117784432e-01
1.178768216545832637e+01 9.989042654330679838e-01
1.178543600569089733e+01 9.989036884651962822e-01
1.178319110581733042e+01 9.989031114163675618e-01
1.178094692591083614e+01 9.989025341479753628e-01
1.177870372028093549e+01 9.989019567255391641e-01
1.177646147408341548e+01 9.989013791454067759e-01
1.177422028177056212e+01 9.989008014320992501e-01
1.177198023154535456e+01 9.989002236085936515e-01
1.176974089882477159e+01 9.988996455655173579e-01
1.176750275410949698e+01 9.988990674244846435e-01
1.176526541336530052e+01 9.988984890864809341e-01
1.176302916153549027e+01 9.988979106253222939e-01
1.176079380502918781e+01 9.988973319911165216e-01
1.175855954722500840e+01 9.988967532366969104e-01
1.175632617395497803e+01 9.988961743067718002e-01
1.175409381142697463e+01 9.988955952342181144e-01
1.175186253012975968e+01 9.988950160375360543e-01
1.174963197563652884e+01 9.988944366248623252e-01
1.174740264497410891e+01 9.988938571254831755e-01
1.174517416271089409e+01 9.988932774420189453e-01
1.174294661346059065e+01 9.988926975966112565e-01
1.174072020148630813e+01 9.988921176426439619e-01
1.173849458842821392e+01 9.988915374921522039e-01
1.173626998321777926e+01 9.988909571997387493e-01
1.173404642796767128e+01 9.988903767765978658e-01
1.173182377272902777e+01 9.988897961837676087e-01
1.172960203406777246e+01 9.988892154257191791e-01
1.172738144582393716e+01 9.988886345637898456e-01
1.172516170857784878e+01 9.988880535198526589e-01
1.172294289898259834e+01 9.988874723141070167e-01
1.172072502664472005e+01 9.988868909492268910e-01
1.171850827427033259e+01 9.988863094733163583e-01
1.171629246408842562e+01 9.988857278399566608e-01
1.171407746285719575e+01 9.988851460143013394e-01
1.171186349242406166e+01 9.988845640547763249e-01
1.170965061356046277e+01 9.988839819775865436e-01
1.170743855846698622e+01 9.988833997124636488e-01
1.170522753109569969e+01 9.988828173132490162e-01
1.170301737412482623e+01 9.988822347386735467e-01
1.170080824002229214e+01 9.988816520290948464e-01
1.169860009084567842e+01 9.988810691747054271e-01
1.169639295109534416e+01 9.988804861821690695e-01
1.169418663590926855e+01 9.988799030028107095e-01
1.169198126335553134e+01 9.988793196679732755e-01
1.168977700708526690e+01 9.988787362238044087e-01
1.168757348056589684e+01 9.988781525681510454e-01
1.168537106872573794e+01 9.988775688031281685e-01
1.168316962064296760e+01 9.988769848889548220e-01
1.168096914253551688e+01 9.988764008274634287e-01
1.167876958188347558e+01 9.988758166048838927e-01
1.167657093450934092e+01 9.988752322202625322e-01
1.167437320671393408e+01 9.988746476754293280e-01
1.167217643998863963e+01 9.988740629815894279e-01
1.166998079377681385e+01 9.988734781814062602e-01
1.166778586913661542e+01 9.988728931687825829e-01
1.166559210724811102e+01 9.988723080614778649e-01
1.166339931343553715e+01 9.988717228078087818e-01
1.166120716723600559e+01 9.988711373223424506e-01
1.165901633958536010e+01 9.988705517844689297e-01
1.165682618394227177e+01 9.988699660215912823e-01
1.165463704072608309e+01 9.988693801248730297e-01
1.165244896205758351e+01 9.988687941084902766e-01
1.165026162373867358e+01 9.988682078857670232e-01
1.164807541375179945e+01 9.988676215608552900e-01
1.164589004270162675e+01 9.988670350563387812e-01
1.164370565993129603e+01 9.988664484124567533e-01
1.164152211499269995e+01 9.988658615889624004e-01
1.163933956356932597e+01 9.988652746278566807e-01
1.163715807997197516e+01 9.988646875493488730e-01
1.163497746532954302e+01 9.988641003001091923e-01
1.163279770609386787e+01 9.988635128766210070e-01
1.163061901620817551e+01 9.988629253367274918e-01
1.162844114551604768e+01 9.988623376131458009e-01
1.162626429024221864e+01 9.988617497589920013e-01
1.162408825705413129e+01 9.988611617222227235e-01
1.162191333196190968e+01 9.988605735803166574e-01
1.161973926494889398e+01 9.988599852658665013e-01
1.161756607062178404e+01 9.988593967829594300e-01
1.161539385161634286e+01 9.988588081595578538e-01
1.161322264800694093e+01 9.988582194067295861e-01
1.161105240959348173e+01 9.988576305110680176e-01
1.160888289224104497e+01 9.988570414064515957e-01
1.160671450147048844e+01 9.988564522031638804e-01
1.160454693871698240e+01 9.988558628202776069e-01
1.160238027030278829e+01 9.988552732759619079e-01
1.160021462246918666e+01 9.988546836047563771e-01
1.159804984670270578e+01 9.988540937664062147e-01
1.159588600545441750e+01 9.988535037780876813e-01
1.159372321142173590e+01 9.988529136707379186e-01
1.159156118967564097e+01 9.988523233695077996e-01
1.158940012080831217e+01 9.988517329238424391e-01
1.158724011561131739e+01 9.988511423642320031e-01
1.158508086929200687e+01 9.988505516075107948e-01
1.158292273005280393e+01 9.988499607491222454e-01
1.158076525455650518e+01 9.988493696678414357e-01
1.157860897119175547e+01 9.988487785086064275e-01
1.157645349720693240e+01 9.988481871667005407e-01
1.157429888553383179e+01 9.988475956567702818e-01
1.157214522489999453e+01 9.988470040033389230e-01
1.156999257744344156e+01 9.988464122236855314e-01
1.156784073419706260e+01 9.988458202605294822e-01
1.156568986706123781e+01 9.988452281613172667e-01
1.156353987078450096e+01 9.988446358972500327e-01
1.156139075806360594e+01 9.988440434719756400e-01
1.155924267779180070e+01 9.988434509267334338e-01
1.155709542067348927e+01 9.988428582039692305e-01
1.155494924058587536e+01 9.988422653739545964e-01
1.155280385794371689e+01 9.988416723596456048e-01
1.155065935555486512e+01 9.988410791840616199e-01
1.154851582312251956e+01 9.988404858721935398e-01
1.154637323498107015e+01 9.988398924171347781e-01
1.154423160758479483e+01 9.988392988236376446e-01
1.154209077005141282e+01 9.988387050444906823e-01
1.153995073025771312e+01 9.988381110819837261e-01
1.153781193186443410e+01 9.988375170594884223e-01
1.153567376420769541e+01 9.988369228075875128e-01
1.153353655143103396e+01 9.988363284164747391e-01
1.153140029150045187e+01 9.988357338857825063e-01
1.152926497665463401e+01 9.988351392135456086e-01
1.152713058661477596e+01 9.988345443943043023e-01
1.152499705340667724e+01 9.988339494092781656e-01
1.152286446742708570e+01 9.988333542838456758e-01
1.152073281974883301e+01 9.988327590157087821e-01
1.151860205370512347e+01 9.988321635892178918e-01
1.151647210612642702e+01 9.988315679868610131e-01
1.151434311791553533e+01 9.988309722482028308e-01
1.151221495274439022e+01 9.988303763352605058e-01
1.151008786663661354e+01 9.988297803199225333e-01
1.150796158961810534e+01 9.988291841267382676e-01
1.150583614749129779e+01 9.988285877630672660e-01
1.150371158606745325e+01 9.988279912419116835e-01
1.150158813644509692e+01 9.988273946283836580e-01
1.149946553561331086e+01 9.988267978488040155e-01
1.149734378670138923e+01 9.988262009041966039e-01
1.149522289505468109e+01 9.988256037962111034e-01
1.149310281874475947e+01 9.988250065131798472e-01
1.149098373177148069e+01 9.988244091042971506e-01
1.148886565932689763e+01 9.988238115768968139e-01
1.148674837293401652e+01 9.988232138666970350e-01
1.148463202181414466e+01 9.988226160159749956e-01
1.148251660057644585e+01 9.988220180233996492e-01
1.148040183879072806e+01 9.988214198126391663e-01
1.147828826801839242e+01 9.988208215342485596e-01
1.147617541057955393e+01 9.988202230532171599e-01
1.147406349748403365e+01 9.988196244351151831e-01
1.147195257151149050e+01 9.988190256922816479e-01
1.146984226531102813e+01 9.988184267206415834e-01
1.146773322156419717e+01 9.988178277028086915e-01
1.146562483452877501e+01 9.988172284669486478e-01
1.146351729481983028e+01 9.988166290673283765e-01
1.146141077370958961e+01 9.988160295528556443e-01
1.145930508162643591e+01 9.988154298697692335e-01
1.145720033106952052e+01 9.988148300502778243e-01
1.145509637932542546e+01 9.988142300538708218e-01
1.145299347935003276e+01 9.988136299528787010e-01
1.145089134350176074e+01 9.988130296654006424e-01
1.144879010203195691e+01 9.988124292287694495e-01
1.144668973943290169e+01 9.988118286387254185e-01
1.144459021428861512e+01 9.988112278835815649e-01
1.144249165322632855e+01 9.988106269997505393e-01
1.144039402432774821e+01 9.988100259783015966e-01
1.143829717035587556e+01 9.988094247743364296e-01
1.143620129588186884e+01 9.988088234466764304e-01
1.143410632964453555e+01 9.988082219750824553e-01
1.143201215148669370e+01 9.988076203252088670e-01
1.142991887426404141e+01 9.988070185296281656e-01
1.142782642155450468e+01 9.988064165665301308e-01
1.142573496128728650e+01 9.988058144844127462e-01
1.142364426275342382e+01 9.988052122170291147e-01
1.142155442688151368e+01 9.988046097935864287e-01
1.141946564368099537e+01 9.988040072690738125e-01
1.141737752725866351e+01 9.988034045323379573e-01
1.141529046834240191e+01 9.988028016963248490e-01
1.141320421697333032e+01 9.988021986890380788e-01
1.141111879198495949e+01 9.988015955160574055e-01
1.140903428765338212e+01 9.988009922048204370e-01
1.140695074758060912e+01 9.988003887681561332e-01
1.140486788831249321e+01 9.987997851241104952e-01
1.140278599517352731e+01 9.987991813555168186e-01
1.140070510529693060e+01 9.987985774733785238e-01
1.139862489552067792e+01 9.987979733840656182e-01
1.139654551002556993e+01 9.987973691295483070e-01
1.139446714961473717e+01 9.987967647683798633e-01
1.139238964833521273e+01 9.987961602525149418e-01
1.139031303660836691e+01 9.987955555909785454e-01
1.138823724885354771e+01 9.987949507648377079e-01
1.138616239237757632e+01 9.987943458055331680e-01
1.138408842496364137e+01 9.987937407009508384e-01
1.138201510542791084e+01 9.987931353808342516e-01
1.137994279569005585e+01 9.987925299509957666e-01
1.137787139483675780e+01 9.987919243821772319e-01
1.137580069019878160e+01 9.987913186123384968e-01
1.137373110574035096e+01 9.987907127657016382e-01
1.137166221798928234e+01 9.987901067184956627e-01
1.136959413165282839e+01 9.987895005014945093e-01
1.136752710511218467e+01 9.987888941906467588e-01
1.136546076679662320e+01 9.987882876771372320e-01
1.136339549329329301e+01 9.987876810716794784e-01
1.136133082761067925e+01 9.987870742402021884e-01
1.135926720439676529e+01 9.987864673106018332e-01
1.135720427733330418e+01 9.987858601811980819e-01
1.135514237463803155e+01 9.987852529487561970e-01
1.135308131185142599e+01 9.987846455591639083e-01
1.135102107045729092e+01 9.987840380071181245e-01
1.134896170220524958e+01 9.987834303080418419e-01
1.134690311319710432e+01 9.987828224343764383e-01
1.134484549076602633e+01 9.987822144416180770e-01
1.134278862019285938e+01 9.987816062664909289e-01
1.134073260594356825e+01 9.987809979400216198e-01
1.133867753364994968e+01 9.987803894877418376e-01
1.133662340272666746e+01 9.987797809096976565e-01
1.133456997465718175e+01 9.987791721353742602e-01
1.133251749400335484e+01 9.987785632374277522e-01
1.133046574080768032e+01 9.987779541507640912e-01
1.132841492894412028e+01 9.987773449390319191e-01
1.132636488512921957e+01 9.987767355509262757e-01
1.132431576887449332e+01 9.987761260340293212e-01
1.132226757314804999e+01 9.987755163864615593e-01
1.132022000165531850e+01 9.987749065201523280e-01
1.131817348663067158e+01 9.987742965640056259e-01
1.131612771145489127e+01 9.987736864238511147e-01
1.131408286526148999e+01 9.987730761562568782e-01
1.131203887967662070e+01 9.987724657410136375e-01
1.130999564509841093e+01 9.987718551455333493e-01
1.130795327608120182e+01 9.987712444041941806e-01
1.130591174545905631e+01 9.987706335090444920e-01
1.130387122432988711e+01 9.987700225114970465e-01
1.130183128159320560e+01 9.987694112826042137e-01
1.129979246851388730e+01 9.987687999877150613e-01
1.129775420724587143e+01 9.987681884537408239e-01
1.129571708844864730e+01 9.987675768580659419e-01
1.129368061802869860e+01 9.987669650525495824e-01
1.129164501547534449e+01 9.987663531032496822e-01
1.128961031738778154e+01 9.987657410213626186e-01
1.128757630261805467e+01 9.987651287405022726e-01
1.128554320699486802e+01 9.987645163318017438e-01
1.128351109674997943e+01 9.987639038154465521e-01
1.128147971494913371e+01 9.987632911141693937e-01
1.127944910490943187e+01 9.987626782411499482e-01
1.127741952030203265e+01 9.987620652731543647e-01
1.127539054525612094e+01 9.987614520847379884e-01
1.127336250590474620e+01 9.987608387745922078e-01
1.127133539674770368e+01 9.987602253412787290e-01
1.126930900411366743e+01 9.987596117202970358e-01
1.126728353396617166e+01 9.987589979741733348e-01
1.126525885359409429e+01 9.987583840628743159e-01
1.126323489000560407e+01 9.987577699643866991e-01
1.126121197207312719e+01 9.987571557786900645e-01
1.125918982971225546e+01 9.987565414239962802e-01
1.125716849387373841e+01 9.987559269098517101e-01
1.125514792651718743e+01 9.987553122248303827e-01
1.125312819720244484e+01 9.987546973902441394e-01
1.125110928267531385e+01 9.987540823991781780e-01
1.124909123365396724e+01 9.987534672672541136e-01
1.124707417814492771e+01 9.987528520337172200e-01
1.124505775014077713e+01 9.987522365870850072e-01
1.124304221341632726e+01 9.987516210079905310e-01
1.124102755742980619e+01 9.987510052934157612e-01
1.123901355591399920e+01 9.987503893743396866e-01
1.123700059343366853e+01 9.987497733685477552e-01
1.123498848493685820e+01 9.987491572196490752e-01
1.123297688264377214e+01 9.987485408212253279e-01
1.123096651476263119e+01 9.987479243966079778e-01
1.122895666647304047e+01 9.987473077268150812e-01
1.122694766345235706e+01 9.987466909118529745e-01
1.122493966255285436e+01 9.987460740001055104e-01
1.122293233139243362e+01 9.987454568896299012e-01
1.122092583872431959e+01 9.987448396324307698e-01
1.121892015560456635e+01 9.987442222197707720e-01
1.121691554825274117e+01 9.987436047338400513e-01
1.121491149098312690e+01 9.987429870128712306e-01
1.121290818075833151e+01 9.987423691176371410e-01
1.121090598089631740e+01 9.987417511604298470e-01
1.120890451734747373e+01 9.987411330260324016e-01
1.120690376795972654e+01 9.987405147077119683e-01
1.120490380947080666e+01 9.987398962293096982e-01
1.120290476973156579e+01 9.987392776305513697e-01
1.120090652993644120e+01 9.987386588748640159e-01
1.119890905513276103e+01 9.987380399515694007e-01
1.119691252079255683e+01 9.987374209152257709e-01
1.119491664107864359e+01 9.987368016773623403e-01
1.119292165840642639e+01 9.987361823133324989e-01
1.119092756220231877e+01 9.987355628200654811e-01
1.118893418831200925e+01 9.987349431467241745e-01
1.118694162589155106e+01 9.987343233211612992e-01
1.118494991975607000e+01 9.987337033574958944e-01
1.118295902632230110e+01 9.987330832423400029e-01
1.118096896372878390e+01 9.987324629815147459e-01
1.117897954865895827e+01 9.987318425180058412e-01
1.117699123505338576e+01 9.987312219935928770e-01
1.117500346889048579e+01 9.987306012355473550e-01
1.117301672838600446e+01 9.987299803933623599e-01
1.117103052010542719e+01 9.987293593129891178e-01
1.116904526939317854e+01 9.987287381275581355e-01
1.116706085094908829e+01 9.987281167980801566e-01
1.116507732954482179e+01 9.987274953450355763e-01
1.116309455572189613e+01 9.987268737217722681e-01
1.116111250193645610e+01 9.987262519197750432e-01
1.115913124174393545e+01 9.987256299622542244e-01
1.115715088380185982e+01 9.987250078835098188e-01
1.115517128022393933e+01 9.987243856372669537e-01
1.115319259299329779e+01 9.987237632746246430e-01
1.115121447328023940e+01 9.987231406859908844e-01
1.114923744189250243e+01 9.987225180354639686e-01
1.114726091595032464e+01 9.987218951396301669e-01
1.114528550202987311e+01 9.987212721898193202e-01
1.114331074429522950e+01 9.987206490424976879e-01
1.114133668209741224e+01 9.987200257101698231e-01
1.113936360407555348e+01 9.987194022841654473e-01
1.113739119603346417e+01 9.987187786653900501e-01
1.113541961544948755e+01 9.987181549037661421e-01
1.113344889987060604e+01 9.987175310113666216e-01
1.113147887731157226e+01 9.987169069338960314e-01
1.112950969984001937e+01 9.987162827196732762e-01
1.112754133566419590e+01 9.987156583588047143e-01
1.112557364315781427e+01 9.987150338064967325e-01
1.112360706416524181e+01 9.987144092032157472e-01
1.112164109076817553e+01 9.987137843878453047e-01
1.111967596151759885e+01 9.987131594363208853e-01
1.111771156681028927e+01 9.987125343139469091e-01
1.111574797406501958e+01 9.987119090423254297e-01
1.111378510000307074e+01 9.987112835950807677e-01
1.111182304941470811e+01 9.987106580057529825e-01
1.110986187034773209e+01 9.987100322898594396e-01
1.110790153485238818e+01 9.987094064386867753e-01
1.110594196079125773e+01 9.987087804261820523e-01
1.110398299803579292e+01 9.987081542044833338e-01
1.110202507782301495e+01 9.987075279116303106e-01
1.110006772741577130e+01 9.987069013965785835e-01
1.109811128396351698e+01 9.987062747673753904e-01
1.109615575756232886e+01 9.987056480274941750e-01
1.109420075189906463e+01 9.987050210500378888e-01
1.109224677530676040e+01 9.987043939981858909e-01
1.109029347698855261e+01 9.987037667595676238e-01
1.108834091098271735e+01 9.987031393516482281e-01
1.108638918681050711e+01 9.987025118097834220e-01
1.108443829472353137e+01 9.987018841310331130e-01
1.108248812702300867e+01 9.987012562809051142e-01
1.108053882009039626e+01 9.987006283034741694e-01
1.107859015900999999e+01 9.987000001296482132e-01
1.107664248002597063e+01 9.986993718680007293e-01
1.107469536412086875e+01 9.986987433835261552e-01
1.107274920280853436e+01 9.986981148027433974e-01
1.107080383692892767e+01 9.986974860744669558e-01
1.106885911691361812e+01 9.986968571504817316e-01
1.106691523082847617e+01 9.986962280917450752e-01
1.106497209113972602e+01 9.986955988700988440e-01
1.106302983237628368e+01 9.986949695292889340e-01
1.106108821228436945e+01 9.986943399909689045e-01
1.105914749445043022e+01 9.986937103407597105e-01
1.105720751133605972e+01 9.986930805244915721e-01
1.105526841605352395e+01 9.986924505920554695e-01
1.105332998702118630e+01 9.986918204716307423e-01
1.105139231886826323e+01 9.986911901941007974e-01
1.104945547952195639e+01 9.986905597817334890e-01
1.104751933586821444e+01 9.986899291913565735e-01
1.104558417379815971e+01 9.986892985162840741e-01
1.104364958645906647e+01 9.986886676240851468e-01
1.104171590656453006e+01 9.986880366234034412e-01
1.103978289368721022e+01 9.986874054359516917e-01
